Rule   (Support, Confidence) 
top -> 3  (2.3826%, 100%)
wash -> 3  (2.3826%, 100%)
youre -> 3  (2.3826%, 100%)
baby,three -> 3  (2.3826%, 100%)
better,doesnt -> 3  (2.3826%, 100%)
better,great -> 3  (2.3826%, 100%)
animal -> 3  (2.3125%, 100%)
avent -> 3  (2.3125%, 100%)
boy -> 3  (2.3125%, 100%)
buying -> 3  (2.3125%, 100%)
day -> 3  (2.3125%, 100%)
end -> 3  (2.3125%, 100%)
girl -> 3  (2.3125%, 100%)
ive -> 3  (2.3125%, 100%)
kids -> 3  (2.3125%, 100%)
minutes -> 3  (2.3125%, 100%)
money -> 3  (2.3125%, 100%)
needs -> 3  (2.3125%, 100%)
own -> 3  (2.3125%, 100%)
piece -> 3  (2.3125%, 100%)
took -> 3  (2.3125%, 100%)
baby,made -> 3  (2.3125%, 100%)
baby,nipple -> 3  (2.3125%, 100%)
baby,sure -> 3  (2.3125%, 100%)
baby,thought -> 3  (2.3125%, 100%)
bit,like -> 3  (2.3125%, 100%)
away -> 3  (2.2425%, 100%)
bottom -> 3  (2.2425%, 100%)
car -> 3  (2.2425%, 100%)
cheap -> 3  (2.2425%, 100%)
close -> 3  (2.2425%, 100%)
dark -> 3  (2.2425%, 100%)
easier -> 3  (2.2425%, 100%)
longer -> 3  (2.2425%, 100%)
room -> 3  (2.2425%, 100%)
baby,got -> 3  (2.2425%, 100%)
baby,nice -> 3  (2.2425%, 100%)
baby,ones -> 3  (2.2425%, 100%)
bought,pacifier -> 3  (2.2425%, 100%)
ended -> 3  (2.1724%, 100%)
ill -> 3  (2.1724%, 100%)
needed -> 3  (2.1724%, 100%)
nuk -> 3  (2.1724%, 100%)
purpose -> 3  (2.1724%, 100%)
whole -> 3  (2.1724%, 100%)
wubbanub -> 3  (2.1724%, 100%)
baby,loves -> 3  (2.1724%, 100%)
br,more -> 3  (2.1724%, 100%)
572944212 -> 3  (2.1023%, 100%)
large -> 3  (2.1023%, 100%)
purchase -> 3  (2.1023%, 100%)
sleep -> 3  (2.1023%, 100%)
baby,enough -> 3  (2.1023%, 100%)
baby,give -> 3  (2.1023%, 100%)
baby,likes -> 3  (2.1023%, 100%)
br,product -> 3  (2.1023%, 100%)
buy,not -> 3  (2.1023%, 100%)
cute,mouth -> 3  (2.1023%, 100%)
head -> 3  (2.0322%, 100%)
infant -> 3  (2.0322%, 100%)
baby,small -> 3  (2.0322%, 100%)
br,great -> 3  (2.0322%, 100%)
cant,like -> 3  (2.0322%, 100%)
decided -> 3  (1.9622%, 100%)
fall -> 3  (1.9622%, 100%)
floor -> 3  (1.9622%, 100%)
glow -> 3  (1.9622%, 100%)
nose -> 3  (1.9622%, 100%)
pack -> 3  (1.9622%, 100%)
set -> 3  (1.9622%, 100%)
short -> 3  (1.9622%, 100%)
week -> 3  (1.9622%, 100%)
baby,big -> 3  (1.9622%, 100%)
baby,try -> 3  (1.9622%, 100%)
baby,using -> 3  (1.9622%, 100%)
bag,its -> 3  (1.9622%, 100%)
better,good -> 3  (1.9622%, 100%)
bit,not -> 3  (1.9622%, 100%)
cannot -> 3  (1.8921%, 100%)
care -> 3  (1.8921%, 100%)
exactly -> 3  (1.8921%, 100%)
hes -> 3  (1.8921%, 100%)
prefers -> 3  (1.8921%, 100%)
pull -> 3  (1.8921%, 100%)
reason -> 3  (1.8921%, 100%)
sons -> 3  (1.8921%, 100%)
store -> 3  (1.8921%, 100%)
baby,easy -> 3  (1.8921%, 100%)
being,like -> 3  (1.8921%, 100%)
better,pacifiers -> 3  (1.8921%, 100%)
bought,cute -> 3  (1.8921%, 100%)
br,good -> 3  (1.8921%, 100%)
cant,not -> 3  (1.8921%, 100%)
cute,doesnt -> 3  (1.8921%, 100%)
couldnt -> 3  (1.822%, 100%)
expensive -> 3  (1.822%, 100%)
fits -> 3  (1.822%, 100%)
help -> 3  (1.822%, 100%)
huge -> 3  (1.822%, 100%)
id -> 3  (1.822%, 100%)
keeping -> 3  (1.822%, 100%)
looked -> 3  (1.822%, 100%)
regular -> 3  (1.822%, 100%)
seemed -> 3  (1.822%, 100%)
super -> 3  (1.822%, 100%)
thin -> 3  (1.822%, 100%)
baby,cant -> 3  (1.822%, 100%)
baby,im -> 3  (1.822%, 100%)
baby,know -> 3  (1.822%, 100%)
baby,make -> 3  (1.822%, 100%)
baby,month -> 3  (1.822%, 100%)
baby,ok -> 3  (1.822%, 100%)
bought,work -> 3  (1.822%, 100%)
br,i -> 3  (1.822%, 100%)
blue -> 3  (1.7519%, 100%)
case -> 3  (1.7519%, 100%)
couple -> 3  (1.7519%, 100%)
especially -> 3  (1.7519%, 100%)
falls -> 3  (1.7519%, 100%)
hospital -> 3  (1.7519%, 100%)
stroller -> 3  (1.7519%, 100%)
sturdy -> 3  (1.7519%, 100%)
together -> 3  (1.7519%, 100%)
washing -> 3  (1.7519%, 100%)
white -> 3  (1.7519%, 100%)
babies,like -> 3  (1.7519%, 100%)
baby,having -> 3  (1.7519%, 100%)
baby,liked -> 3  (1.7519%, 100%)
baby,long -> 3  (1.7519%, 100%)
baby,quality -> 3  (1.7519%, 100%)
baby,seem -> 3  (1.7519%, 100%)
baby,wish -> 3  (1.7519%, 100%)
bag,like -> 3  (1.7519%, 100%)
better,br -> 3  (1.7519%, 100%)
better,mouth -> 3  (1.7519%, 100%)
better,work -> 3  (1.7519%, 100%)
bought,more -> 3  (1.7519%, 100%)
br,there -> 3  (1.7519%, 100%)
br,time -> 3  (1.7519%, 100%)
buy,like -> 3  (1.7519%, 100%)
concept -> 3  (1.6819%, 100%)
happy -> 3  (1.6819%, 100%)
home -> 3  (1.6819%, 100%)
hoping -> 3  (1.6819%, 100%)
quickly -> 3  (1.6819%, 100%)
theyre -> 3  (1.6819%, 100%)
baby,bit -> 3  (1.6819%, 100%)
baby,hold -> 3  (1.6819%, 100%)
baby,maybe -> 3  (1.6819%, 100%)
baby,two -> 3  (1.6819%, 100%)
baby,way -> 3  (1.6819%, 100%)
better,bit -> 3  (1.6819%, 100%)
better,more -> 3  (1.6819%, 100%)
br,the -> 3  (1.6819%, 100%)
450475749 -> 3  (1.6118%, 100%)
bottle -> 3  (1.6118%, 100%)
comfortable -> 3  (1.6118%, 100%)
days -> 3  (1.6118%, 100%)
flimsy -> 3  (1.6118%, 100%)
house -> 3  (1.6118%, 100%)
mam -> 3  (1.6118%, 100%)
wrong -> 3  (1.6118%, 100%)
baby,being -> 3  (1.6118%, 100%)
baby,buy -> 3  (1.6118%, 100%)
baby,daughter -> 3  (1.6118%, 100%)
baby,lot -> 3  (1.6118%, 100%)
baby,makes -> 3  (1.6118%, 100%)
baby,older -> 3  (1.6118%, 100%)
baby,seems -> 3  (1.6118%, 100%)
baby,soothie -> 3  (1.6118%, 100%)
baby,wanted -> 3  (1.6118%, 100%)
baby,wont -> 3  (1.6118%, 100%)
better,got -> 3  (1.6118%, 100%)
better,months -> 3  (1.6118%, 100%)
better,time -> 3  (1.6118%, 100%)
bit,great -> 3  (1.6118%, 100%)
bit,more -> 3  (1.6118%, 100%)
bought,good -> 3  (1.6118%, 100%)
bought,pacifiers -> 3  (1.6118%, 100%)
br,doesnt -> 3  (1.6118%, 100%)
br,enough -> 3  (1.6118%, 100%)
br,old -> 3  (1.6118%, 100%)
br,pacifier -> 3  (1.6118%, 100%)
br,put -> 3  (1.6118%, 100%)
392768822 -> 3  (1.5417%, 100%)
dirty -> 3  (1.5417%, 100%)
feels -> 3  (1.5417%, 100%)
flat -> 3  (1.5417%, 100%)
husband -> 3  (1.5417%, 100%)
move -> 3  (1.5417%, 100%)
overall -> 3  (1.5417%, 100%)
pictured -> 3  (1.5417%, 100%)
putting -> 3  (1.5417%, 100%)
stuck -> 3  (1.5417%, 100%)
suck -> 3  (1.5417%, 100%)
takes -> 3  (1.5417%, 100%)
toys -> 3  (1.5417%, 100%)
type -> 3  (1.5417%, 100%)
wall -> 3  (1.5417%, 100%)
babies,baby -> 3  (1.5417%, 100%)
baby,getting -> 3  (1.5417%, 100%)
baby,plastic -> 3  (1.5417%, 100%)
baby,problem -> 3  (1.5417%, 100%)
baby,shape -> 3  (1.5417%, 100%)
bag,pacifier -> 3  (1.5417%, 100%)
being,not -> 3  (1.5417%, 100%)
bought,doesnt -> 3  (1.5417%, 100%)
cant,great -> 3  (1.5417%, 100%)
cant,its -> 3  (1.5417%, 100%)
clean,like -> 3  (1.5417%, 100%)
color,like -> 3  (1.5417%, 100%)
cute,love -> 3  (1.5417%, 100%)
cute,more -> 3  (1.5417%, 100%)
adorable -> 3  (1.4716%, 100%)
bottles -> 3  (1.4716%, 100%)
change -> 3  (1.4716%, 100%)
clear -> 3  (1.4716%, 100%)
diapers -> 3  (1.4716%, 100%)
else -> 3  (1.4716%, 100%)
fabric -> 3  (1.4716%, 100%)
food -> 3  (1.4716%, 100%)
fun -> 3  (1.4716%, 100%)
green -> 3  (1.4716%, 100%)
issues -> 3  (1.4716%, 100%)
red -> 3  (1.4716%, 100%)
space -> 3  (1.4716%, 100%)
stick -> 3  (1.4716%, 100%)
stuffed -> 3  (1.4716%, 100%)
style -> 3  (1.4716%, 100%)
tell -> 3  (1.4716%, 100%)
uses -> 3  (1.4716%, 100%)
baby,babys -> 3  (1.4716%, 100%)
baby,gets -> 3  (1.4716%, 100%)
baby,see -> 3  (1.4716%, 100%)
baby,size -> 3  (1.4716%, 100%)
baby,toy -> 3  (1.4716%, 100%)
baby,tried -> 3  (1.4716%, 100%)
better,bought -> 3  (1.4716%, 100%)
better,there -> 3  (1.4716%, 100%)
big,its -> 3  (1.4716%, 100%)
big,like -> 3  (1.4716%, 100%)
bit,br -> 3  (1.4716%, 100%)
bit,old -> 3  (1.4716%, 100%)
bought,mouth -> 3  (1.4716%, 100%)
buy,there -> 3  (1.4716%, 100%)
cant,pacifier -> 3  (1.4716%, 100%)
child,like -> 3  (1.4716%, 100%)
cute,daughter -> 3  (1.4716%, 100%)
311600177 -> 3  (1.4015%, 100%)
515907812 -> 3  (1.4015%, 100%)
amazon -> 3  (1.4015%, 100%)
apart -> 3  (1.4015%, 100%)
attached -> 3  (1.4015%, 100%)
broke -> 3  (1.4015%, 100%)
expecting -> 3  (1.4015%, 100%)
extra -> 3  (1.4015%, 100%)
fact -> 3  (1.4015%, 100%)
least -> 3  (1.4015%, 100%)
package -> 3  (1.4015%, 100%)
perfectly -> 3  (1.4015%, 100%)
sent -> 3  (1.4015%, 100%)
sleeping -> 3  (1.4015%, 100%)
soothies -> 3  (1.4015%, 100%)
baby,loved -> 3  (1.4015%, 100%)
baby,paci -> 3  (1.4015%, 100%)
baby,price -> 3  (1.4015%, 100%)
baby,purchased -> 3  (1.4015%, 100%)
baby,recommend -> 3  (1.4015%, 100%)
baby,say -> 3  (1.4015%, 100%)
baby,thing -> 3  (1.4015%, 100%)
big,not -> 3  (1.4015%, 100%)
bit,bought -> 3  (1.4015%, 100%)
bought,enough -> 3  (1.4015%, 100%)
bought,time -> 3  (1.4015%, 100%)
br,way -> 3  (1.4015%, 100%)
buy,great -> 3  (1.4015%, 100%)
clean,not -> 3  (1.4015%, 100%)
cute,idea -> 3  (1.4015%, 100%)
cute,months -> 3  (1.4015%, 100%)
binky -> 3  (1.3315%, 100%)
box -> 3  (1.3315%, 100%)
cut -> 3  (1.3315%, 100%)
deal -> 3  (1.3315%, 100%)
etc -> 3  (1.3315%, 100%)
expect -> 3  (1.3315%, 100%)
hand -> 3  (1.3315%, 100%)
kid -> 3  (1.3315%, 100%)
making -> 3  (1.3315%, 100%)
pick -> 3  (1.3315%, 100%)
shower -> 3  (1.3315%, 100%)
table -> 3  (1.3315%, 100%)
useless -> 3  (1.3315%, 100%)
version -> 3  (1.3315%, 100%)
went -> 3  (1.3315%, 100%)
246038397,baby -> 3  (1.3315%, 100%)
babies,great -> 3  (1.3315%, 100%)
baby,come -> 3  (1.3315%, 100%)
baby,design -> 3  (1.3315%, 100%)
baby,face -> 3  (1.3315%, 100%)
baby,fit -> 3  (1.3315%, 100%)
baby,isnt -> 3  (1.3315%, 100%)
baby,same -> 3  (1.3315%, 100%)
better,cute -> 3  (1.3315%, 100%)
better,quality -> 3  (1.3315%, 100%)
better,way -> 3  (1.3315%, 100%)
big,pacifier -> 3  (1.3315%, 100%)
bit,good -> 3  (1.3315%, 100%)
bit,two -> 3  (1.3315%, 100%)
bought,there -> 3  (1.3315%, 100%)
br,months -> 3  (1.3315%, 100%)
br,nice -> 3  (1.3315%, 100%)
buy,its -> 3  (1.3315%, 100%)
cant,more -> 3  (1.3315%, 100%)
cant,time -> 3  (1.3315%, 100%)
clean,pacifier -> 3  (1.3315%, 100%)
color,pink -> 3  (1.3315%, 100%)
comes,like -> 3  (1.3315%, 100%)
annoying -> 3  (1.2614%, 100%)
changing -> 3  (1.2614%, 100%)
constantly -> 3  (1.2614%, 100%)
difference -> 3  (1.2614%, 100%)
falling -> 3  (1.2614%, 100%)
full -> 3  (1.2614%, 100%)
given -> 3  (1.2614%, 100%)
holding -> 3  (1.2614%, 100%)
hope -> 3  (1.2614%, 100%)
let -> 3  (1.2614%, 100%)
machine -> 3  (1.2614%, 100%)
matter -> 3  (1.2614%, 100%)
middle -> 3  (1.2614%, 100%)
mind -> 3  (1.2614%, 100%)
pay -> 3  (1.2614%, 100%)
prefer -> 3  (1.2614%, 100%)
real -> 3  (1.2614%, 100%)
return -> 3  (1.2614%, 100%)
sometimes -> 3  (1.2614%, 100%)
suction -> 3  (1.2614%, 100%)
theres -> 3  (1.2614%, 100%)
avent,pacifier -> 3  (1.2614%, 100%)
avent,pacifiers -> 3  (1.2614%, 100%)
babies,not -> 3  (1.2614%, 100%)
baby,clean -> 3  (1.2614%, 100%)
baby,going -> 3  (1.2614%, 100%)
baby,weeks -> 3  (1.2614%, 100%)
bag,great -> 3  (1.2614%, 100%)
being,great -> 3  (1.2614%, 100%)
better,fit -> 3  (1.2614%, 100%)
better,nice -> 3  (1.2614%, 100%)
better,old -> 3  (1.2614%, 100%)
better,product -> 3  (1.2614%, 100%)
better,wish -> 3  (1.2614%, 100%)
big,doesnt -> 3  (1.2614%, 100%)
big,enough -> 3  (1.2614%, 100%)
big,old -> 3  (1.2614%, 100%)
big,son -> 3  (1.2614%, 100%)
bought,br -> 3  (1.2614%, 100%)
bought,keep -> 3  (1.2614%, 100%)
bought,months -> 3  (1.2614%, 100%)
bought,put -> 3  (1.2614%, 100%)
bought,son -> 3  (1.2614%, 100%)
br,price -> 3  (1.2614%, 100%)
br,seems -> 3  (1.2614%, 100%)
br,two -> 3  (1.2614%, 100%)
came,like -> 3  (1.2614%, 100%)
cant,mouth -> 3  (1.2614%, 100%)
come,like -> 3  (1.2614%, 100%)
cover,not -> 3  (1.2614%, 100%)
cute,got -> 3  (1.2614%, 100%)
cute,keep -> 3  (1.2614%, 100%)
473538559 -> 3  (1.1913%, 100%)
break -> 3  (1.1913%, 100%)
careful -> 3  (1.1913%, 100%)
chair -> 3  (1.1913%, 100%)
cheaper -> 3  (1.1913%, 100%)
chew -> 3  (1.1913%, 100%)
completely -> 3  (1.1913%, 100%)
convenient -> 3  (1.1913%, 100%)
fast -> 3  (1.1913%, 100%)
harder -> 3  (1.1913%, 100%)
hot -> 3  (1.1913%, 100%)
interested -> 3  (1.1913%, 100%)
itbr -> 3  (1.1913%, 100%)
larger -> 3  (1.1913%, 100%)
legs -> 3  (1.1913%, 100%)
natural -> 3  (1.1913%, 100%)
opening -> 3  (1.1913%, 100%)
option -> 3  (1.1913%, 100%)
preferred -> 3  (1.1913%, 100%)
read -> 3  (1.1913%, 100%)
saw -> 3  (1.1913%, 100%)
shown -> 3  (1.1913%, 100%)
silicone -> 3  (1.1913%, 100%)
tight -> 3  (1.1913%, 100%)
useful -> 3  (1.1913%, 100%)
wet -> 3  (1.1913%, 100%)
stuffed -> animal  (1.1913%, 80.9524%)
stuffed -> 3,animal  (1.1913%, 80.9524%)
3,stuffed -> animal  (1.1913%, 80.9524%)
animal,stuffed -> 3  (1.1913%, 100%)
babies,cute -> 3  (1.1913%, 100%)
baby,best -> 3  (1.1913%, 100%)
baby,gift -> 3  (1.1913%, 100%)
baby,girl -> 3  (1.1913%, 100%)
baby,guess -> 3  (1.1913%, 100%)
baby,night -> 3  (1.1913%, 100%)
baby,part -> 3  (1.1913%, 100%)
baby,smaller -> 3  (1.1913%, 100%)
baby,soft -> 3  (1.1913%, 100%)
baby,wasnt -> 3  (1.1913%, 100%)
baby,whole -> 3  (1.1913%, 100%)
babys,like -> 3  (1.1913%, 100%)
babys,mouth -> 3  (1.1913%, 100%)
bag,not -> 3  (1.1913%, 100%)
being,br -> 3  (1.1913%, 100%)
better,enough -> 3  (1.1913%, 100%)
better,keep -> 3  (1.1913%, 100%)
better,stay -> 3  (1.1913%, 100%)
big,great -> 3  (1.1913%, 100%)
bit,pacifier -> 3  (1.1913%, 100%)
bit,product -> 3  (1.1913%, 100%)
bit,time -> 3  (1.1913%, 100%)
bought,two -> 3  (1.1913%, 100%)
br,buy -> 3  (1.1913%, 100%)
br,easy -> 3  (1.1913%, 100%)
br,im -> 3  (1.1913%, 100%)
br,made -> 3  (1.1913%, 100%)
br,sure -> 3  (1.1913%, 100%)
br,used -> 3  (1.1913%, 100%)
buy,pacifier -> 3  (1.1913%, 100%)
buying,not -> 3  (1.1913%, 100%)
cant,pacifiers -> 3  (1.1913%, 100%)
car,seat -> 3  (1.1913%, 100%)
care,not -> 3  (1.1913%, 100%)
child,not -> 3  (1.1913%, 100%)
clean,easy -> 3  (1.1913%, 100%)
comes,not -> 3  (1.1913%, 100%)
667171015 -> 3  (1.1212%, 100%)
and -> 3  (1.1212%, 100%)
arrived -> 3  (1.1212%, 100%)
available -> 3  (1.1212%, 100%)
born -> 3  (1.1212%, 100%)
bulky -> 3  (1.1212%, 100%)
cleaning -> 3  (1.1212%, 100%)
cup -> 3  (1.1212%, 100%)
disappointing -> 3  (1.1212%, 100%)
free -> 3  (1.1212%, 100%)
giving -> 3  (1.1212%, 100%)
goes -> 3  (1.1212%, 100%)
hands -> 3  (1.1212%, 100%)
holds -> 3  (1.1212%, 100%)
mattress -> 3  (1.1212%, 100%)
orthonotic -> 3  (1.1212%, 100%)
pacis -> 3  (1.1212%, 100%)
pad -> 3  (1.1212%, 100%)
poor -> 3  (1.1212%, 100%)
products -> 3  (1.1212%, 100%)
sides -> 3  (1.1212%, 100%)
snap -> 3  (1.1212%, 100%)
sound -> 3  (1.1212%, 100%)
strong -> 3  (1.1212%, 100%)
tiny -> 3  (1.1212%, 100%)
toddler -> 3  (1.1212%, 100%)
246038397,pacifiers -> 3  (1.1212%, 100%)
animal,pacifier -> 3  (1.1212%, 100%)
avent,baby -> 3  (1.1212%, 100%)
avent,like -> 3  (1.1212%, 100%)
baby,buying -> 3  (1.1212%, 100%)
baby,came -> 3  (1.1212%, 100%)
baby,color -> 3  (1.1212%, 100%)
baby,fine -> 3  (1.1212%, 100%)
baby,heavy -> 3  (1.1212%, 100%)
baby,looking -> 3  (1.1212%, 100%)
baby,play -> 3  (1.1212%, 100%)
baby,rubber -> 3  (1.1212%, 100%)
baby,seat -> 3  (1.1212%, 100%)
baby,side -> 3  (1.1212%, 100%)
baby,trying -> 3  (1.1212%, 100%)
baby,water -> 3  (1.1212%, 100%)
baby,worked -> 3  (1.1212%, 100%)
baby,wouldnt -> 3  (1.1212%, 100%)
