Rule   (Support, Confidence) 
replacement -> 1  (2.349%, 100%)
room -> 1  (2.349%, 100%)
said -> 1  (2.349%, 100%)
shape -> 1  (2.349%, 100%)
side -> 1  (2.349%, 100%)
baby,doesnt -> 1  (2.349%, 100%)
baby,got -> 1  (2.349%, 100%)
br,i -> 1  (2.349%, 100%)
br,its -> 1  (2.349%, 100%)
br,not -> 1  (2.349%, 100%)
buy,money -> 1  (2.349%, 100%)
close -> 1  (2.2651%, 100%)
customer -> 1  (2.2651%, 100%)
easy -> 1  (2.2651%, 100%)
maybe -> 1  (2.2651%, 100%)
minutes -> 1  (2.2651%, 100%)
says -> 1  (2.2651%, 100%)
stick -> 1  (2.2651%, 100%)
stuck -> 1  (2.2651%, 100%)
thinking -> 1  (2.2651%, 100%)
went -> 1  (2.2651%, 100%)
baby,month -> 1  (2.2651%, 100%)
baby,thought -> 1  (2.2651%, 100%)
broken -> 1  (2.1812%, 100%)
gift -> 1  (2.1812%, 100%)
hand -> 1  (2.1812%, 100%)
loves -> 1  (2.1812%, 100%)
packaging -> 1  (2.1812%, 100%)
problem -> 1  (2.1812%, 100%)
returning -> 1  (2.1812%, 100%)
seems -> 1  (2.1812%, 100%)
send -> 1  (2.1812%, 100%)
worked -> 1  (2.1812%, 100%)
bought,time -> 1  (2.1812%, 100%)
br,product -> 1  (2.1812%, 100%)
avent -> 1  (2.0973%, 100%)
coming -> 1  (2.0973%, 100%)
difficult -> 1  (2.0973%, 100%)
end -> 1  (2.0973%, 100%)
feel -> 1  (2.0973%, 100%)
gets -> 1  (2.0973%, 100%)
hate -> 1  (2.0973%, 100%)
immediately -> 1  (2.0973%, 100%)
junk -> 1  (2.0973%, 100%)
large -> 1  (2.0973%, 100%)
safety -> 1  (2.0973%, 100%)
shower -> 1  (2.0973%, 100%)
things -> 1  (2.0973%, 100%)
worst -> 1  (2.0973%, 100%)
better,not -> 1  (2.0973%, 100%)
bought,more -> 1  (2.0973%, 100%)
kids -> 1  (2.0134%, 100%)
longer -> 1  (2.0134%, 100%)
lot -> 1  (2.0134%, 100%)
service -> 1  (2.0134%, 100%)
soothie -> 1  (2.0134%, 100%)
thats -> 1  (2.0134%, 100%)
baby,br -> 1  (2.0134%, 100%)
baby,disappointed -> 1  (2.0134%, 100%)
baby,great -> 1  (2.0134%, 100%)
baby,im -> 1  (2.0134%, 100%)
bought,money -> 1  (2.0134%, 100%)
buy,its -> 1  (2.0134%, 100%)
buy,like -> 1  (2.0134%, 100%)
buy,old -> 1  (2.0134%, 100%)
cant,not -> 1  (2.0134%, 100%)
fall -> 1  (1.9295%, 100%)
fine -> 1  (1.9295%, 100%)
gave -> 1  (1.9295%, 100%)
goes -> 1  (1.9295%, 100%)
hazard -> 1  (1.9295%, 100%)
hole -> 1  (1.9295%, 100%)
stopped -> 1  (1.9295%, 100%)
wasnt -> 1  (1.9295%, 100%)
away,baby -> 1  (1.9295%, 100%)
babies,baby -> 1  (1.9295%, 100%)
baby,recommend -> 1  (1.9295%, 100%)
baby,reviews -> 1  (1.9295%, 100%)
baby,same -> 1  (1.9295%, 100%)
bought,pacifiers -> 1  (1.9295%, 100%)
br,like -> 1  (1.9295%, 100%)
buy,way -> 1  (1.9295%, 100%)
cut -> 1  (1.8456%, 100%)
expected -> 1  (1.8456%, 100%)
falls -> 1  (1.8456%, 100%)
fell -> 1  (1.8456%, 100%)
happy -> 1  (1.8456%, 100%)
house -> 1  (1.8456%, 100%)
impossible -> 1  (1.8456%, 100%)
leaks -> 1  (1.8456%, 100%)
paid -> 1  (1.8456%, 100%)
store -> 1  (1.8456%, 100%)
super -> 1  (1.8456%, 100%)
three -> 1  (1.8456%, 100%)
babies,like -> 1  (1.8456%, 100%)
baby,made -> 1  (1.8456%, 100%)
baby,see -> 1  (1.8456%, 100%)
baby,son -> 1  (1.8456%, 100%)
baby,waste -> 1  (1.8456%, 100%)
bought,old -> 1  (1.8456%, 100%)
boy,pink -> 1  (1.8456%, 100%)
295960359 -> 1  (1.7617%, 100%)
air -> 1  (1.7617%, 100%)
ended -> 1  (1.7617%, 100%)
flimsy -> 1  (1.7617%, 100%)
high -> 1  (1.7617%, 100%)
light -> 1  (1.7617%, 100%)
needed -> 1  (1.7617%, 100%)
needs -> 1  (1.7617%, 100%)
night -> 1  (1.7617%, 100%)
pieces -> 1  (1.7617%, 100%)
shipping -> 1  (1.7617%, 100%)
smell -> 1  (1.7617%, 100%)
soft -> 1  (1.7617%, 100%)
supposed -> 1  (1.7617%, 100%)
service -> customer  (1.7617%, 87.5%)
baby,know -> 1  (1.7617%, 100%)
baby,received -> 1  (1.7617%, 100%)
baby,used -> 1  (1.7617%, 100%)
big,like -> 1  (1.7617%, 100%)
big,not -> 1  (1.7617%, 100%)
bought,son -> 1  (1.7617%, 100%)
br,buy -> 1  (1.7617%, 100%)
br,more -> 1  (1.7617%, 100%)
buy,more -> 1  (1.7617%, 100%)
cant,like -> 1  (1.7617%, 100%)
available -> 1  (1.6779%, 100%)
car -> 1  (1.6779%, 100%)
choking -> 1  (1.6779%, 100%)
disappointing -> 1  (1.6779%, 100%)
else -> 1  (1.6779%, 100%)
excited -> 1  (1.6779%, 100%)
expensive -> 1  (1.6779%, 100%)
face -> 1  (1.6779%, 100%)
far -> 1  (1.6779%, 100%)
guess -> 1  (1.6779%, 100%)
hates -> 1  (1.6779%, 100%)
holes -> 1  (1.6779%, 100%)
husband -> 1  (1.6779%, 100%)
parents -> 1  (1.6779%, 100%)
poorly -> 1  (1.6779%, 100%)
reason -> 1  (1.6779%, 100%)
red -> 1  (1.6779%, 100%)
smaller -> 1  (1.6779%, 100%)
suck -> 1  (1.6779%, 100%)
toddler -> 1  (1.6779%, 100%)
turned -> 1  (1.6779%, 100%)
vary -> 1  (1.6779%, 100%)
washing -> 1  (1.6779%, 100%)
baby,give -> 1  (1.6779%, 100%)
baby,quality -> 1  (1.6779%, 100%)
baby,think -> 1  (1.6779%, 100%)
baby,two -> 1  (1.6779%, 100%)
bought,put -> 1  (1.6779%, 100%)
bought,reviews -> 1  (1.6779%, 100%)
br,two -> 1  (1.6779%, 100%)
buy,work -> 1  (1.6779%, 100%)
cant,its -> 1  (1.6779%, 100%)
572944212 -> 1  (1.594%, 100%)
children -> 1  (1.594%, 100%)
clear -> 1  (1.594%, 100%)
days -> 1  (1.594%, 100%)
description -> 1  (1.594%, 100%)
diaper -> 1  (1.594%, 100%)
handle -> 1  (1.594%, 100%)
head -> 1  (1.594%, 100%)
heavy -> 1  (1.594%, 100%)
hospital -> 1  (1.594%, 100%)
hours -> 1  (1.594%, 100%)
huge -> 1  (1.594%, 100%)
infant -> 1  (1.594%, 100%)
instructions -> 1  (1.594%, 100%)
likes -> 1  (1.594%, 100%)
normal -> 1  (1.594%, 100%)
own -> 1  (1.594%, 100%)
pack -> 1  (1.594%, 100%)
the -> 1  (1.594%, 100%)
thin -> 1  (1.594%, 100%)
trash -> 1  (1.594%, 100%)
away,right -> 1  (1.594%, 100%)
baby,better -> 1  (1.594%, 100%)
baby,big -> 1  (1.594%, 100%)
baby,item -> 1  (1.594%, 100%)
baby,monitor -> 1  (1.594%, 100%)
baby,right -> 1  (1.594%, 100%)
baby,star -> 1  (1.594%, 100%)
baby,thing -> 1  (1.594%, 100%)
baby,took -> 1  (1.594%, 100%)
better,like -> 1  (1.594%, 100%)
bought,buy -> 1  (1.594%, 100%)
bought,pacifier -> 1  (1.594%, 100%)
br,work -> 1  (1.594%, 100%)
buy,quality -> 1  (1.594%, 100%)
believe -> 1  (1.5101%, 100%)
chair -> 1  (1.5101%, 100%)
cost -> 1  (1.5101%, 100%)
cup -> 1  (1.5101%, 100%)
cups -> 1  (1.5101%, 100%)
dangerous -> 1  (1.5101%, 100%)
decided -> 1  (1.5101%, 100%)
giving -> 1  (1.5101%, 100%)
green -> 1  (1.5101%, 100%)
issue -> 1  (1.5101%, 100%)
kept -> 1  (1.5101%, 100%)
noticed -> 1  (1.5101%, 100%)
pictured -> 1  (1.5101%, 100%)
realize -> 1  (1.5101%, 100%)
review -> 1  (1.5101%, 100%)
rubber -> 1  (1.5101%, 100%)
seemed -> 1  (1.5101%, 100%)
threw -> 1  (1.5101%, 100%)
tiny -> 1  (1.5101%, 100%)
told -> 1  (1.5101%, 100%)
washed -> 1  (1.5101%, 100%)
wubbanub -> 1  (1.5101%, 100%)
away,not -> 1  (1.5101%, 100%)
babies,mouth -> 1  (1.5101%, 100%)
baby,daughter -> 1  (1.5101%, 100%)
baby,getting -> 1  (1.5101%, 100%)
baby,go -> 1  (1.5101%, 100%)
baby,keep -> 1  (1.5101%, 100%)
baby,return -> 1  (1.5101%, 100%)
baby,shape -> 1  (1.5101%, 100%)
buy,reviews -> 1  (1.5101%, 100%)
buy,there -> 1  (1.5101%, 100%)
buy,thing -> 1  (1.5101%, 100%)
cant,time -> 1  (1.5101%, 100%)
child,like -> 1  (1.5101%, 100%)
child,not -> 1  (1.5101%, 100%)
called -> 1  (1.4262%, 100%)
care -> 1  (1.4262%, 100%)
cover -> 1  (1.4262%, 100%)
crib -> 1  (1.4262%, 100%)
fabric -> 1  (1.4262%, 100%)
hoping -> 1  (1.4262%, 100%)
id -> 1  (1.4262%, 100%)
least -> 1  (1.4262%, 100%)
nose -> 1  (1.4262%, 100%)
older -> 1  (1.4262%, 100%)
option -> 1  (1.4262%, 100%)
pictures -> 1  (1.4262%, 100%)
regular -> 1  (1.4262%, 100%)
shown -> 1  (1.4262%, 100%)
throw -> 1  (1.4262%, 100%)
wasted -> 1  (1.4262%, 100%)
whole -> 1  (1.4262%, 100%)
vary -> colors  (1.4262%, 85%)
baby,babys -> 1  (1.4262%, 100%)
baby,bottle -> 1  (1.4262%, 100%)
baby,make -> 1  (1.4262%, 100%)
baby,ones -> 1  (1.4262%, 100%)
baby,part -> 1  (1.4262%, 100%)
baby,plastic -> 1  (1.4262%, 100%)
baby,started -> 1  (1.4262%, 100%)
bought,doesnt -> 1  (1.4262%, 100%)
bought,same -> 1  (1.4262%, 100%)
bought,there -> 1  (1.4262%, 100%)
bought,waste -> 1  (1.4262%, 100%)
bought,work -> 1  (1.4262%, 100%)
buy,item -> 1  (1.4262%, 100%)
came,like -> 1  (1.4262%, 100%)
cant,put -> 1  (1.4262%, 100%)
animal -> 1  (1.3423%, 100%)
awful -> 1  (1.3423%, 100%)
barely -> 1  (1.3423%, 100%)
battery -> 1  (1.3423%, 100%)
best -> 1  (1.3423%, 100%)
case -> 1  (1.3423%, 100%)
couple -> 1  (1.3423%, 100%)
extra -> 1  (1.3423%, 100%)
floor -> 1  (1.3423%, 100%)
given -> 1  (1.3423%, 100%)
hands -> 1  (1.3423%, 100%)
hated -> 1  (1.3423%, 100%)
leak -> 1  (1.3423%, 100%)
low -> 1  (1.3423%, 100%)
mam -> 1  (1.3423%, 100%)
manufacturer -> 1  (1.3423%, 100%)
products -> 1  (1.3423%, 100%)
reading -> 1  (1.3423%, 100%)
sound -> 1  (1.3423%, 100%)
spend -> 1  (1.3423%, 100%)
weight -> 1  (1.3423%, 100%)
246038397,baby -> 1  (1.3423%, 100%)
away,product -> 1  (1.3423%, 100%)
baby,child -> 1  (1.3423%, 100%)
baby,hold -> 1  (1.3423%, 100%)
baby,love -> 1  (1.3423%, 100%)
baby,purchased -> 1  (1.3423%, 100%)
baby,small -> 1  (1.3423%, 100%)
baby,suck -> 1  (1.3423%, 100%)
babys,not -> 1  (1.3423%, 100%)
bought,got -> 1  (1.3423%, 100%)
bought,great -> 1  (1.3423%, 100%)
bought,months -> 1  (1.3423%, 100%)
br,great -> 1  (1.3423%, 100%)
br,old -> 1  (1.3423%, 100%)
br,thing -> 1  (1.3423%, 100%)
buy,doesnt -> 1  (1.3423%, 100%)
buy,go -> 1  (1.3423%, 100%)
buy,going -> 1  (1.3423%, 100%)
buy,got -> 1  (1.3423%, 100%)
buy,pacifiers -> 1  (1.3423%, 100%)
buy,put -> 1  (1.3423%, 100%)
buy,return -> 1  (1.3423%, 100%)
came,not -> 1  (1.3423%, 100%)
671647927 -> 1  (1.2584%, 100%)
cheaply -> 1  (1.2584%, 100%)
childs -> 1  (1.2584%, 100%)
comfortable -> 1  (1.2584%, 100%)
dark -> 1  (1.2584%, 100%)
difference -> 1  (1.2584%, 100%)
etc -> 1  (1.2584%, 100%)
expecting -> 1  (1.2584%, 100%)
full -> 1  (1.2584%, 100%)
gate -> 1  (1.2584%, 100%)
girl -> 1  (1.2584%, 100%)
happened -> 1  (1.2584%, 100%)
itbr -> 1  (1.2584%, 100%)
let -> 1  (1.2584%, 100%)
lid -> 1  (1.2584%, 100%)
line -> 1  (1.2584%, 100%)
lost -> 1  (1.2584%, 100%)
nipples -> 1  (1.2584%, 100%)
original -> 1  (1.2584%, 100%)
people -> 1  (1.2584%, 100%)
play -> 1  (1.2584%, 100%)
quickly -> 1  (1.2584%, 100%)
refund -> 1  (1.2584%, 100%)
saw -> 1  (1.2584%, 100%)
seconds -> 1  (1.2584%, 100%)
show -> 1  (1.2584%, 100%)
suction -> 1  (1.2584%, 100%)
takes -> 1  (1.2584%, 100%)
theyre -> 1  (1.2584%, 100%)
total -> 1  (1.2584%, 100%)
unit -> 1  (1.2584%, 100%)
unsafe -> 1  (1.2584%, 100%)
baby,boy -> 1  (1.2584%, 100%)
baby,newborn -> 1  (1.2584%, 100%)
baby,trying -> 1  (1.2584%, 100%)
baby,wont -> 1  (1.2584%, 100%)
bad,product -> 1  (1.2584%, 100%)
better,bought -> 1  (1.2584%, 100%)
better,money -> 1  (1.2584%, 100%)
better,old -> 1  (1.2584%, 100%)
better,product -> 1  (1.2584%, 100%)
big,more -> 1  (1.2584%, 100%)
bottle,like -> 1  (1.2584%, 100%)
bought,cant -> 1  (1.2584%, 100%)
bought,its -> 1  (1.2584%, 100%)
bought,take -> 1  (1.2584%, 100%)
bought,thing -> 1  (1.2584%, 100%)
bought,two -> 1  (1.2584%, 100%)
br,got -> 1  (1.2584%, 100%)
br,im -> 1  (1.2584%, 100%)
br,son -> 1  (1.2584%, 100%)
br,time -> 1  (1.2584%, 100%)
buy,made -> 1  (1.2584%, 100%)
buy,used -> 1  (1.2584%, 100%)
buy,waste -> 1  (1.2584%, 100%)
child,old -> 1  (1.2584%, 100%)
450475749 -> 1  (1.1745%, 100%)
beware -> 1  (1.1745%, 100%)
born -> 1  (1.1745%, 100%)
constantly -> 1  (1.1745%, 100%)
defective -> 1  (1.1745%, 100%)
due -> 1  (1.1745%, 100%)
fast -> 1  (1.1745%, 100%)
hear -> 1  (1.1745%, 100%)
hope -> 1  (1.1745%, 100%)
issues -> 1  (1.1745%, 100%)
keeps -> 1  (1.1745%, 100%)
kind -> 1  (1.1745%, 100%)
milk -> 1  (1.1745%, 100%)
mistake -> 1  (1.1745%, 100%)
move -> 1  (1.1745%, 100%)
ok -> 1  (1.1745%, 100%)
pain -> 1  (1.1745%, 100%)
point -> 1  (1.1745%, 100%)
pull -> 1  (1.1745%, 100%)
real -> 1  (1.1745%, 100%)
receive -> 1  (1.1745%, 100%)
sadly -> 1  (1.1745%, 100%)
seller -> 1  (1.1745%, 100%)
short -> 1  (1.1745%, 100%)
shows -> 1  (1.1745%, 100%)
sides -> 1  (1.1745%, 100%)
single -> 1  (1.1745%, 100%)
sit -> 1  (1.1745%, 100%)
amazon,product -> 1  (1.1745%, 100%)
babies,not -> 1  (1.1745%, 100%)
babies,pacifier -> 1  (1.1745%, 100%)
babies,pacifiers -> 1  (1.1745%, 100%)
baby,different -> 1  (1.1745%, 100%)
baby,easy -> 1  (1.1745%, 100%)
baby,i -> 1  (1.1745%, 100%)
baby,ordered -> 1  (1.1745%, 100%)
baby,paci -> 1  (1.1745%, 100%)
baby,picture -> 1  (1.1745%, 100%)
baby,place -> 1  (1.1745%, 100%)
baby,say -> 1  (1.1745%, 100%)
baby,stay -> 1  (1.1745%, 100%)
baby,tried -> 1  (1.1745%, 100%)
being,product -> 1  (1.1745%, 100%)
better,good -> 1  (1.1745%, 100%)
better,got -> 1  (1.1745%, 100%)
better,there -> 1  (1.1745%, 100%)
bought,keep -> 1  (1.1745%, 100%)
bought,plastic -> 1  (1.1745%, 100%)
br,pacifier -> 1  (1.1745%, 100%)
br,put -> 1  (1.1745%, 100%)
br,way -> 1  (1.1745%, 100%)
buy,child -> 1  (1.1745%, 100%)
buy,month -> 1  (1.1745%, 100%)
buy,months -> 1  (1.1745%, 100%)
buy,pacifier -> 1  (1.1745%, 100%)
buy,son -> 1  (1.1745%, 100%)
came,product -> 1  (1.1745%, 100%)
cant,old -> 1  (1.1745%, 100%)
cant,pacifier -> 1  (1.1745%, 100%)
cant,product -> 1  (1.1745%, 100%)
cant,there -> 1  (1.1745%, 100%)
car,seat -> 1  (1.1745%, 100%)
392768822 -> 1  (1.0906%, 100%)
473538559 -> 1  (1.0906%, 100%)
annoying -> 1  (1.0906%, 100%)
breast -> 1  (1.0906%, 100%)
daughters -> 1  (1.0906%, 100%)
easier -> 1  (1.0906%, 100%)
figured -> 1  (1.0906%, 100%)
flat -> 1  (1.0906%, 100%)
four -> 1  (1.0906%, 100%)
gumdrop -> 1  (1.0906%, 100%)
holding -> 1  (1.0906%, 100%)
home -> 1  (1.0906%, 100%)
kid -> 1  (1.0906%, 100%)
luck -> 1  (1.0906%, 100%)
matter -> 1  (1.0906%, 100%)
medicine -> 1  (1.0906%, 100%)
perfect -> 1  (1.0906%, 100%)
purchasing -> 1  (1.0906%, 100%)
replace -> 1  (1.0906%, 100%)
sitting -> 1  (1.0906%, 100%)
sleep -> 1  (1.0906%, 100%)
spent -> 1  (1.0906%, 100%)
straps -> 1  (1.0906%, 100%)
tell -> 1  (1.0906%, 100%)
turn -> 1  (1.0906%, 100%)
uses -> 1  (1.0906%, 100%)
version -> 1  (1.0906%, 100%)
wear -> 1  (1.0906%, 100%)
yes -> 1  (1.0906%, 100%)
cheaply -> made  (1.0906%, 86.6667%)
reading -> reviews  (1.0906%, 81.25%)
baby,bottles -> 1  (1.0906%, 100%)
baby,came -> 1  (1.0906%, 100%)
baby,hates -> 1  (1.0906%, 100%)
baby,likes -> 1  (1.0906%, 100%)
baby,looking -> 1  (1.0906%, 100%)
baby,maybe -> 1  (1.0906%, 100%)
baby,night -> 1  (1.0906%, 100%)
baby,open -> 1  (1.0906%, 100%)
baby,seem -> 1  (1.0906%, 100%)
baby,seems -> 1  (1.0906%, 100%)
baby,shower -> 1  (1.0906%, 100%)
baby,unfortunately -> 1  (1.0906%, 100%)
baby,wish -> 1  (1.0906%, 100%)
baby,worth -> 1  (1.0906%, 100%)
babys,pacifier -> 1  (1.0906%, 100%)
babys,put -> 1  (1.0906%, 100%)
better,its -> 1  (1.0906%, 100%)
better,more -> 1  (1.0906%, 100%)
better,quality -> 1  (1.0906%, 100%)
big,pacifier -> 1  (1.0906%, 100%)
big,product -> 1  (1.0906%, 100%)
bottle,nipple -> 1  (1.0906%, 100%)
bought,br -> 1  (1.0906%, 100%)
bought,different -> 1  (1.0906%, 100%)
bought,disappointed -> 1  (1.0906%, 100%)
bought,recommend -> 1  (1.0906%, 100%)
bought,return -> 1  (1.0906%, 100%)
box,product -> 1  (1.0906%, 100%)
br,cant -> 1  (1.0906%, 100%)
br,know -> 1  (1.0906%, 100%)
br,reviews -> 1  (1.0906%, 100%)
br,there -> 1  (1.0906%, 100%)
brand,not -> 1  (1.0906%, 100%)
buy,daughter -> 1  (1.0906%, 100%)
buy,great -> 1  (1.0906%, 100%)
buy,purchased -> 1  (1.0906%, 100%)
buy,right -> 1  (1.0906%, 100%)
buy,small -> 1  (1.0906%, 100%)
came,pacifiers -> 1  (1.0906%, 100%)
cant,doesnt -> 1  (1.0906%, 100%)
cant,mouth -> 1  (1.0906%, 100%)
cant,way -> 1  (1.0906%, 100%)
cheaply -> 1,made  (1.0906%, 86.6667%)
1,cheaply -> made  (1.0906%, 86.6667%)
cheaply,made -> 1  (1.0906%, 100%)
actual -> 1  (1.0067%, 100%)
