Rule   (Support, Confidence) 
worth -> 5  (3.1356%, 100%)
work -> 5  (3.1277%, 100%)
sleep -> 5  (3.1198%, 100%)
clean,easy -> 5  (3.1198%, 100%)
found -> 5  (3.1119%, 100%)
its,pacifier -> 5  (3.104%, 100%)
great,more -> 5  (3.0645%, 100%)
baby,time -> 5  (3.0408%, 100%)
bought,great -> 5  (3.0329%, 100%)
450475749 -> 5  (3.025%, 100%)
great,time -> 5  (3.0171%, 100%)
baby,best -> 5  (2.9776%, 100%)
easy,its -> 5  (2.954%, 100%)
572944212 -> 5  (2.9461%, 100%)
wash -> 5  (2.9382%, 100%)
year -> 5  (2.9382%, 100%)
baby,months -> 5  (2.9145%, 100%)
nipple -> 5  (2.9066%, 100%)
newborn -> 5  (2.8987%, 100%)
give -> 5  (2.8908%, 100%)
crib -> 5  (2.8829%, 100%)
lot -> 5  (2.8829%, 100%)
toy -> 5  (2.875%, 100%)
cute,great -> 5  (2.8671%, 100%)
item -> 5  (2.8592%, 100%)
know -> 5  (2.8592%, 100%)
baby,gift -> 5  (2.8592%, 100%)
kids -> 5  (2.8434%, 100%)
easy,loves -> 5  (2.8434%, 100%)
bought,love -> 5  (2.8039%, 100%)
its,like -> 5  (2.796%, 100%)
excellent -> 5  (2.7881%, 100%)
purchase -> 5  (2.7802%, 100%)
its,loves -> 5  (2.7802%, 100%)
cute,pacifier -> 5  (2.7723%, 100%)
baby,perfect -> 5  (2.7644%, 100%)
diaper -> 5  (2.7565%, 100%)
far -> 5  (2.7565%, 100%)
sure -> 5  (2.7565%, 100%)
wish -> 5  (2.7407%, 100%)
ive -> 5  (2.717%, 100%)
baby,recommend -> 5  (2.6775%, 100%)
daughter,pacifiers -> 5  (2.6775%, 100%)
great,recommend -> 5  (2.6775%, 100%)
baby,good -> 5  (2.6617%, 100%)
animal -> 5  (2.6222%, 100%)
having -> 5  (2.6064%, 100%)
good,great -> 5  (2.6064%, 100%)
day -> 5  (2.5985%, 100%)
baby,got -> 5  (2.5906%, 100%)
ordered -> 5  (2.5827%, 100%)
baby,shower -> 5  (2.5748%, 100%)
fits -> 5  (2.559%, 100%)
great,mouth -> 5  (2.5511%, 100%)
great,perfect -> 5  (2.5511%, 100%)
highly,recommend -> 5  (2.5511%, 100%)
room -> 5  (2.5432%, 100%)
long -> 5  (2.5274%, 100%)
same -> 5  (2.5195%, 100%)
seems -> 5  (2.5038%, 100%)
baby,take -> 5  (2.5038%, 100%)
cute,loves -> 5  (2.5038%, 100%)
brand -> 5  (2.4959%, 100%)
soothie -> 5  (2.4959%, 100%)
absolutely -> 5  (2.4801%, 100%)
things -> 5  (2.4801%, 100%)
buy,great -> 5  (2.4643%, 100%)
great,months -> 5  (2.4643%, 100%)
best,pacifier -> 5  (2.4564%, 100%)
getting -> 5  (2.4406%, 100%)
colors -> 5  (2.4248%, 100%)
baby,used -> 5  (2.4011%, 100%)
great,put -> 5  (2.4011%, 100%)
part -> 5  (2.3932%, 100%)
baby,dont -> 5  (2.3932%, 100%)
baby,keep -> 5  (2.3932%, 100%)
easy,pacifier -> 5  (2.3932%, 100%)
great,quality -> 5  (2.3853%, 100%)
best,love -> 5  (2.3774%, 100%)
bought,loves -> 5  (2.3537%, 100%)
great,used -> 5  (2.3537%, 100%)
baby,put -> 5  (2.3379%, 100%)
easy,like -> 5  (2.3379%, 100%)
thought -> 5  (2.3221%, 100%)
dont,great -> 5  (2.3142%, 100%)
looking -> 5  (2.3063%, 100%)
dont,love -> 5  (2.3063%, 100%)
girl -> 5  (2.2984%, 100%)
hold,pacifier -> 5  (2.2984%, 100%)
wubbanubs -> 5  (2.2747%, 100%)
i -> 5  (2.2668%, 100%)
baby,daughter -> 5  (2.2668%, 100%)
born -> 5  (2.2589%, 100%)
grandson -> 5  (2.251%, 100%)
needed -> 5  (2.251%, 100%)
came -> 5  (2.2273%, 100%)
going -> 5  (2.2194%, 100%)
baby,hold -> 5  (2.2194%, 100%)
baby,there -> 5  (2.2194%, 100%)
being -> 5  (2.2036%, 100%)
say -> 5  (2.2036%, 100%)
great,price -> 5  (2.2036%, 100%)
own -> 5  (2.1957%, 100%)
best,pacifiers -> 5  (2.1957%, 100%)
bought,pacifier -> 5  (2.1799%, 100%)
its,old -> 5  (2.172%, 100%)
place -> 5  (2.1562%, 100%)
gets -> 5  (2.1483%, 100%)
great,keep -> 5  (2.1483%, 100%)
baby,son -> 5  (2.1404%, 100%)
daughter,old -> 5  (2.1325%, 100%)
light -> 5  (2.1167%, 100%)
set -> 5  (2.1088%, 100%)
helps -> 5  (2.1009%, 100%)
dont,like -> 5  (2.1009%, 100%)
baby,new -> 5  (2.093%, 100%)
great,take -> 5  (2.093%, 100%)
help -> 5  (2.0851%, 100%)
baby,loved -> 5  (2.0851%, 100%)
fall -> 5  (2.0772%, 100%)
baby,br -> 5  (2.0772%, 100%)
great,hold -> 5  (2.0693%, 100%)
bit -> 5  (2.0614%, 100%)
come -> 5  (2.0614%, 100%)
got,love -> 5  (2.0614%, 100%)
took -> 5  (2.0536%, 100%)
play -> 5  (2.0378%, 100%)
daughter,like -> 5  (2.0378%, 100%)
try -> 5  (2.0299%, 100%)
babies,baby -> 5  (2.0299%, 100%)
hold,loves -> 5  (2.022%, 100%)
wont -> 5  (2.0141%, 100%)
bottles -> 5  (2.0062%, 100%)
hands -> 5  (2.0062%, 100%)
house -> 5  (1.9983%, 100%)
keeps -> 5  (1.9904%, 100%)
best,great -> 5  (1.9904%, 100%)
color -> 5  (1.9825%, 100%)
wanted -> 5  (1.9825%, 100%)
gift,great -> 5  (1.9825%, 100%)
got,great -> 5  (1.9825%, 100%)
its,pacifiers -> 5  (1.9825%, 100%)
dark -> 5  (1.9746%, 100%)
bought,old -> 5  (1.9746%, 100%)
car,seat -> 5  (1.9746%, 100%)
baby,buy -> 5  (1.9667%, 100%)
baby,soft -> 5  (1.9509%, 100%)
comfortable -> 5  (1.9351%, 100%)
water -> 5  (1.9272%, 100%)
wonderful -> 5  (1.9272%, 100%)
cute,its -> 5  (1.9272%, 100%)
exactly -> 5  (1.9193%, 100%)
received -> 5  (1.9193%, 100%)
bottle -> 5  (1.9114%, 100%)
bag,diaper -> 5  (1.9114%, 100%)
weeks -> 5  (1.9035%, 100%)
good,product -> 5  (1.9035%, 100%)
hold,love -> 5  (1.9035%, 100%)
clean,great -> 5  (1.8956%, 100%)
binky -> 5  (1.8877%, 100%)
plastic -> 5  (1.8877%, 100%)
times -> 5  (1.8798%, 100%)
baby,doesnt -> 5  (1.8798%, 100%)
easy,put -> 5  (1.8798%, 100%)
great,there -> 5  (1.8798%, 100%)
perfectly -> 5  (1.864%, 100%)
great,nice -> 5  (1.864%, 100%)
clean,love -> 5  (1.8482%, 100%)
easy,pacifiers -> 5  (1.8482%, 100%)
away -> 5  (1.8403%, 100%)
great,two -> 5  (1.8324%, 100%)
easy,product -> 5  (1.8166%, 100%)
its,more -> 5  (1.8087%, 100%)
life -> 5  (1.8008%, 100%)
uses -> 5  (1.8008%, 100%)
gave -> 5  (1.7929%, 100%)
worked -> 5  (1.7929%, 100%)
easy,old -> 5  (1.7929%, 100%)
babies,love -> 5  (1.785%, 100%)
daughter,its -> 5  (1.785%, 100%)
its,mouth -> 5  (1.785%, 100%)
good,quality -> 5  (1.7771%, 100%)
fun -> 5  (1.7692%, 100%)
kind -> 5  (1.7692%, 100%)
shape -> 5  (1.7692%, 100%)
stuffed -> 5  (1.7692%, 100%)
amazon -> 5  (1.7613%, 100%)
boy -> 5  (1.7613%, 100%)
buying -> 5  (1.7613%, 100%)
comes -> 5  (1.7613%, 100%)
home -> 5  (1.7613%, 100%)
babies,pacifier -> 5  (1.7613%, 100%)
best,loves -> 5  (1.7613%, 100%)
cute,super -> 5  (1.7613%, 100%)
dont,pacifier -> 5  (1.7613%, 100%)
gift,shower -> 5  (1.7613%, 100%)
problem -> 5  (1.7534%, 100%)
buy,love -> 5  (1.7534%, 100%)
doesnt,like -> 5  (1.7534%, 100%)
baby,ones -> 5  (1.7455%, 100%)
easy,son -> 5  (1.7455%, 100%)
lost -> 5  (1.7376%, 100%)
doesnt,love -> 5  (1.7376%, 100%)
amazing -> 5  (1.7297%, 100%)
friends -> 5  (1.7297%, 100%)
hes -> 5  (1.7297%, 100%)
baby,tried -> 5  (1.7297%, 100%)
friend -> 5  (1.7218%, 100%)
baby,using -> 5  (1.7218%, 100%)
easy,more -> 5  (1.7218%, 100%)
good,its -> 5  (1.7218%, 100%)
design -> 5  (1.7139%, 100%)
dont,pacifiers -> 5  (1.7139%, 100%)
good,pacifier -> 5  (1.7139%, 100%)
great,ones -> 5  (1.7139%, 100%)
started -> 5  (1.706%, 100%)
sturdy -> 5  (1.706%, 100%)
daughter,easy -> 5  (1.706%, 100%)
daughter,months -> 5  (1.706%, 100%)
good,like -> 5  (1.706%, 100%)
bought,like -> 5  (1.6981%, 100%)
side -> 5  (1.6902%, 100%)
daughter,mouth -> 5  (1.6902%, 100%)
its,perfect -> 5  (1.6902%, 100%)
812583172 -> 5  (1.6823%, 100%)
fast -> 5  (1.6823%, 100%)
bought,its -> 5  (1.6823%, 100%)
cute,pacifiers -> 5  (1.6823%, 100%)
good,love -> 5  (1.6823%, 100%)
great,new -> 5  (1.6823%, 100%)
dont,its -> 5  (1.6744%, 100%)
idea -> 5  (1.6665%, 100%)
safe -> 5  (1.6665%, 100%)
sons -> 5  (1.6665%, 100%)
baby,likes -> 5  (1.6665%, 100%)
easy,time -> 5  (1.6665%, 100%)
hand -> 5  (1.6586%, 100%)
easy,recommend -> 5  (1.6586%, 100%)
great,month -> 5  (1.6586%, 100%)
great,using -> 5  (1.6586%, 100%)
attached -> 5  (1.6507%, 100%)
older -> 5  (1.6507%, 100%)
babies,great -> 5  (1.6428%, 100%)
baby,nice -> 5  (1.6428%, 100%)
got,loves -> 5  (1.6428%, 100%)
feel -> 5  (1.6349%, 100%)
baby,two -> 5  (1.6349%, 100%)
doesnt,great -> 5  (1.6349%, 100%)
doesnt,pacifier -> 5  (1.6349%, 100%)
great,made -> 5  (1.6349%, 100%)
mom -> 5  (1.627%, 100%)
parents -> 5  (1.627%, 100%)
stroller -> 5  (1.627%, 100%)
theyre -> 5  (1.627%, 100%)
baby,thing -> 5  (1.627%, 100%)
bought,son -> 5  (1.627%, 100%)
great,loved -> 5  (1.627%, 100%)
durable -> 5  (1.6191%, 100%)
stay -> 5  (1.6191%, 100%)
baby,different -> 5  (1.6191%, 100%)
animal,pacifier -> 5  (1.6112%, 100%)
baby,im -> 5  (1.6112%, 100%)
baby,quality -> 5  (1.6112%, 100%)
great,soft -> 5  (1.6112%, 100%)
got,pacifier -> 5  (1.6033%, 100%)
daughters -> 5  (1.5955%, 100%)
quickly -> 5  (1.5955%, 100%)
shes -> 5  (1.5955%, 100%)
stays -> 5  (1.5955%, 100%)
baby,go -> 5  (1.5876%, 100%)
baby,night -> 5  (1.5876%, 100%)
best,daughter -> 5  (1.5876%, 100%)
baby,made -> 5  (1.5797%, 100%)
br,great -> 5  (1.5797%, 100%)
daughter,product -> 5  (1.5797%, 100%)
easy,hold -> 5  (1.5718%, 100%)
favorite,pacifier -> 5  (1.5718%, 100%)
thank -> 5  (1.5639%, 100%)
best,easy -> 5  (1.5639%, 100%)
easy,keep -> 5  (1.5639%, 100%)
cover -> 5  (1.556%, 100%)
teething -> 5  (1.556%, 100%)
246038397,baby -> 5  (1.556%, 100%)
great,night -> 5  (1.556%, 100%)
baby,happy -> 5  (1.5481%, 100%)
baby,paci -> 5  (1.5481%, 100%)
grab -> 5  (1.5402%, 100%)
infant -> 5  (1.5402%, 100%)
the -> 5  (1.5402%, 100%)
baby,clean -> 5  (1.5402%, 100%)
enough,great -> 5  (1.5402%, 100%)
hospital,pacifier -> 5  (1.5402%, 100%)
its,put -> 5  (1.5402%, 100%)
mam -> 5  (1.5323%, 100%)
pacis -> 5  (1.5323%, 100%)
easy,perfect -> 5  (1.5323%, 100%)
go,great -> 5  (1.5323%, 100%)
seem -> 5  (1.5244%, 100%)
baby,wubbanub -> 5  (1.5244%, 100%)
recommended -> 5  (1.5165%, 100%)
weve -> 5  (1.5165%, 100%)
trying -> 5  (1.5086%, 100%)
bag,great -> 5  (1.5086%, 100%)
cute,daughter -> 5  (1.5086%, 100%)
cute,like -> 5  (1.5086%, 100%)
monkey -> 5  (1.5007%, 100%)
bought,pacifiers -> 5  (1.4928%, 100%)
especially -> 5  (1.4849%, 100%)
extra -> 5  (1.4849%, 100%)
doesnt,its -> 5  (1.4849%, 100%)
high -> 5  (1.477%, 100%)
pack -> 5  (1.477%, 100%)
top -> 5  (1.477%, 100%)
baby,month -> 5  (1.477%, 100%)
bought,daughter -> 5  (1.477%, 100%)
giraffe -> 5  (1.4691%, 100%)
glow -> 5  (1.4691%, 100%)
liked -> 5  (1.4691%, 100%)
store -> 5  (1.4691%, 100%)
baby,didnt -> 5  (1.4691%, 100%)
free -> 5  (1.4612%, 100%)
havent -> 5  (1.4612%, 100%)
babies,pacifiers -> 5  (1.4612%, 100%)
three -> 5  (1.4533%, 100%)
baby,makes -> 5  (1.4533%, 100%)
cute,mouth -> 5  (1.4533%, 100%)
money -> 5  (1.4454%, 100%)
baby,babys -> 5  (1.4454%, 100%)
baby,favorite -> 5  (1.4454%, 100%)
cute,easy -> 5  (1.4454%, 100%)
great,size -> 5  (1.4454%, 100%)
br,like -> 5  (1.4375%, 100%)
bed -> 5  (1.4296%, 100%)
face -> 5  (1.4296%, 100%)
toys -> 5  (1.4296%, 100%)
246038397,pacifier -> 5  (1.4296%, 100%)
br,its -> 5  (1.4296%, 100%)
daughter,take -> 5  (1.4296%, 100%)
dont,easy -> 5  (1.4296%, 100%)
its,months -> 5  (1.4296%, 100%)
667171015 -> 5  (1.4217%, 100%)
easier,pacifier -> 5  (1.4217%, 100%)
good,loves -> 5  (1.4217%, 100%)
hold,mouth -> 5  (1.4217%, 100%)
granddaughter -> 5  (1.4138%, 100%)
holds -> 5  (1.4138%, 100%)
toddler -> 5  (1.4138%, 100%)
baby,make -> 5  (1.4138%, 100%)
gift,love -> 5  (1.4138%, 100%)
got,its -> 5  (1.4138%, 100%)
baby,better -> 5  (1.4059%, 100%)
baby,nipple -> 5  (1.4059%, 100%)
bought,easy -> 5  (1.4059%, 100%)
cute,son -> 5  (1.4059%, 100%)
got,old -> 5  (1.4059%, 100%)
its,keep -> 5  (1.4059%, 100%)
animal,stuffed -> 5  (1.398%, 100%)
baby,sleep -> 5  (1.398%, 100%)
best,like -> 5  (1.398%, 100%)
easy,good -> 5  (1.398%, 100%)
got,like -> 5  (1.398%, 100%)
great,seat -> 5  (1.398%, 100%)
its,product -> 5  (1.398%, 100%)
381226741 -> 5  (1.3901%, 100%)
bought,more -> 5  (1.3901%, 100%)
great,super -> 5  (1.3901%, 100%)
dry -> 5  (1.3822%, 100%)
glad -> 5  (1.3822%, 100%)
daughter,more -> 5  (1.3822%, 100%)
arrived -> 5  (1.3743%, 100%)
weight -> 5  (1.3743%, 100%)
car,great -> 5  (1.3743%, 100%)
great,purchased -> 5  (1.3743%, 100%)
baby,enough -> 5  (1.3664%, 100%)
baby,girl -> 5  (1.3664%, 100%)
baby,right -> 5  (1.3664%, 100%)
baby,see -> 5  (1.3664%, 100%)
easy,mouth -> 5  (1.3664%, 100%)
im,love -> 5  (1.3664%, 100%)
baby,hospital -> 5  (1.3585%, 100%)
great,im -> 5  (1.3585%, 100%)
kid -> 5  (1.3506%, 100%)
piece -> 5  (1.3506%, 100%)
246038397,pacifiers -> 5  (1.3506%, 100%)
br,love -> 5  (1.3506%, 100%)
easy,makes -> 5  (1.3506%, 100%)
daughter,time -> 5  (1.3427%, 100%)
didnt,like -> 5  (1.3427%, 100%)
different,great -> 5  (1.3427%, 100%)
great,thing -> 5  (1.3427%, 100%)
given -> 5  (1.3348%, 100%)
baby,think -> 5  (1.3348%, 100%)
clean,pacifier -> 5  (1.3348%, 100%)
easy,months -> 5  (1.3348%, 100%)
great,make -> 5  (1.3348%, 100%)
great,small -> 5  (1.3348%, 100%)
avent -> 5  (1.3269%, 100%)
couldnt -> 5  (1.3269%, 100%)
baby,cant -> 5  (1.3269%, 100%)
go,love -> 5  (1.3269%, 100%)
good,pacifiers -> 5  (1.3269%, 100%)
great,work -> 5  (1.3269%, 100%)
hold,its -> 5  (1.3269%, 100%)
couple -> 5  (1.319%, 100%)
longer -> 5  (1.319%, 100%)
dont,loves -> 5  (1.319%, 100%)
911821018 -> 5  (1.3111%, 100%)
days -> 5  (1.3111%, 100%)
expected -> 5  (1.3111%, 100%)
nuk -> 5  (1.3111%, 100%)
great,makes -> 5  (1.3111%, 100%)
hospital,pacifiers -> 5  (1.3032%, 100%)
isnt -> 5  (1.2953%, 100%)
washing -> 5  (1.2953%, 100%)
best,old -> 5  (1.2953%, 100%)
easy,take -> 5  (1.2953%, 100%)
great,highly -> 5  (1.2953%, 100%)
case -> 5  (1.2874%, 100%)
baby,size -> 5  (1.2874%, 100%)
baby,super -> 5  (1.2874%, 100%)
baby,way -> 5  (1.2874%, 100%)
great,way -> 5  (1.2874%, 100%)
decided -> 5  (1.2795%, 100%)
machine -> 5  (1.2795%, 100%)
middle -> 5  (1.2795%, 100%)
regular -> 5  (1.2795%, 100%)
bought,cute -> 5  (1.2795%, 100%)
fit,great -> 5  (1.2795%, 100%)
great,right -> 5  (1.2795%, 100%)
great,think -> 5  (1.2795%, 100%)
lose -> 5  (1.2716%, 100%)
reviews -> 5  (1.2716%, 100%)
sucking -> 5  (1.2716%, 100%)
baby,found -> 5  (1.2716%, 100%)
baby,newborn -> 5  (1.2716%, 100%)
better,great -> 5  (1.2716%, 100%)
great,happy -> 5  (1.2716%, 100%)
great,paci -> 5  (1.2716%, 100%)
brands -> 5  (1.2637%, 100%)
gifts -> 5  (1.2637%, 100%)
baby,know -> 5  (1.2637%, 100%)
best,its -> 5  (1.2637%, 100%)
br,i -> 5  (1.2637%, 100%)
cute,old -> 5  (1.2637%, 100%)
great,purchase -> 5  (1.2637%, 100%)
children -> 5  (1.2558%, 100%)
baby,give -> 5  (1.2558%, 100%)
baby,highly -> 5  (1.2558%, 100%)
bought,months -> 5  (1.2558%, 100%)
im,its -> 5  (1.2558%, 100%)
holding -> 5  (1.2479%, 100%)
soothies -> 5  (1.24%, 100%)
week -> 5  (1.24%, 100%)
went -> 5  (1.24%, 100%)
baby,easier -> 5  (1.24%, 100%)
best,mouth -> 5  (1.24%, 100%)
doesnt,loves -> 5  (1.24%, 100%)
asleep -> 5  (1.2321%, 100%)
people -> 5  (1.2321%, 100%)
shipping -> 5  (1.2321%, 100%)
thats -> 5  (1.2242%, 100%)
392768822,loves -> 5  (1.2242%, 100%)
adorable,baby -> 5  (1.2242%, 100%)
babies,like -> 5  (1.2242%, 100%)
baby,lot -> 5  (1.2242%, 100%)
baby,purchased -> 5  (1.2242%, 100%)
bought,mouth -> 5  (1.2242%, 100%)
buy,more -> 5  (1.2242%, 100%)
daughter,got -> 5  (1.2242%, 100%)
easy,used -> 5  (1.2242%, 100%)
easy,wash -> 5  (1.2242%, 100%)
enough,love -> 5  (1.2242%, 100%)
bought,time -> 5  (1.2163%, 100%)
br,easy -> 5  (1.2163%, 100%)
clean,like -> 5  (1.2163%, 100%)
easy,there -> 5  (1.2163%, 100%)
floor -> 5  (1.2084%, 100%)
material -> 5  (1.2084%, 100%)
suck -> 5  (1.2084%, 100%)
throw -> 5  (1.2084%, 100%)
doesnt,pacifiers -> 5  (1.2084%, 100%)
got,more -> 5  (1.2084%, 100%)
got,son -> 5  (1.2084%, 100%)
products -> 5  (1.2005%, 100%)
best,son -> 5  (1.2005%, 100%)
diaper,great -> 5  (1.2005%, 100%)
good,time -> 5  (1.2005%, 100%)
wouldnt -> 5  (1.1926%, 100%)
buy,like -> 5  (1.1926%, 100%)
didnt,love -> 5  (1.1926%, 100%)
go,pacifier -> 5  (1.1926%, 100%)
hold,pacifiers -> 5  (1.1926%, 100%)
hospital,like -> 5  (1.1926%, 100%)
husband -> 5  (1.1847%, 100%)
pleased -> 5  (1.1847%, 100%)
sometimes -> 5  (1.1847%, 100%)
glow -> dark  (1.1847%, 80.6452%)
absolutely,love -> 5  (1.1847%, 100%)
babys,pacifier -> 5  (1.1847%, 100%)
bag,love -> 5  (1.1847%, 100%)
best,more -> 5  (1.1847%, 100%)
glow -> 5,dark  (1.1847%, 80.6452%)
5,glow -> dark  (1.1847%, 80.6452%)
dark,glow -> 5  (1.1847%, 100%)
great,see -> 5  (1.1847%, 100%)
its,recommend -> 5  (1.1847%, 100%)
bought,gift -> 5  (1.1768%, 100%)
br,pacifier -> 5  (1.1768%, 100%)
buy,loves -> 5  (1.1768%, 100%)
clean,pacifiers -> 5  (1.1768%, 100%)
didnt,great -> 5  (1.1768%, 100%)
enough,its -> 5  (1.1768%, 100%)
pink -> 5  (1.1689%, 100%)
daughter,used -> 5  (1.1689%, 100%)
favorite,love -> 5  (1.1689%, 100%)
got,months -> 5  (1.1689%, 100%)
great,toy -> 5  (1.1689%, 100%)
thanks -> 5  (1.161%, 100%)
baby,small -> 5  (1.161%, 100%)
easier,great -> 5  (1.161%, 100%)
good,old -> 5  (1.161%, 100%)
good,price -> 5  (1.161%, 100%)
106521272 -> 5  (1.1531%, 100%)
said -> 5  (1.1531%, 100%)
baby,car -> 5  (1.1531%, 100%)
dont,time -> 5  (1.1531%, 100%)
found,great -> 5  (1.1531%, 100%)
its,nice -> 5  (1.1531%, 100%)
let -> 5  (1.1452%, 100%)
450475749,loves -> 5  (1.1452%, 100%)
baby,big -> 5  (1.1452%, 100%)
best,there -> 5  (1.1452%, 100%)
dont,more -> 5  (1.1452%, 100%)
great,item -> 5  (1.1452%, 100%)
fact -> 5  (1.1374%, 100%)
large -> 5  (1.1374%, 100%)
392768822,pacifier -> 5  (1.1374%, 100%)
animal,baby -> 5  (1.1374%, 100%)
baby,born -> 5  (1.1374%, 100%)
best,time -> 5  (1.1374%, 100%)
clean,loves -> 5  (1.1374%, 100%)
different,pacifiers -> 5  (1.1374%, 100%)
great,shower -> 5  (1.1374%, 100%)
great,tried -> 5  (1.1374%, 100%)
takes -> 5  (1.1295%, 100%)
cant,love -> 5  (1.1295%, 100%)
child,great -> 5  (1.1295%, 100%)
favorite,loves -> 5  (1.1295%, 100%)
favorite,pacifiers -> 5  (1.1295%, 100%)
great,wash -> 5  (1.1295%, 100%)
392768822,baby -> 5  (1.1216%, 100%)
cute,hold -> 5  (1.1216%, 100%)
got,pacifiers -> 5  (1.1216%, 100%)
great,likes -> 5  (1.1216%, 100%)
its,month -> 5  (1.1216%, 100%)
picture -> 5  (1.1137%, 100%)
whole -> 5  (1.1137%, 100%)
baby,having -> 5  (1.1137%, 100%)
baby,wash -> 5  (1.1137%, 100%)
better,love -> 5  (1.1137%, 100%)
buy,pacifier -> 5  (1.1137%, 100%)
cant,great -> 5  (1.1137%, 100%)
go,like -> 5  (1.1137%, 100%)
great,kids -> 5  (1.1137%, 100%)
adorable,love -> 5  (1.1058%, 100%)
easier,love -> 5  (1.1058%, 100%)
handle -> 5  (1.0979%, 100%)
