Rule   (Support, Confidence) 
best,its -> 5  (2.2371%, 100%)
decided -> 5  (2.2222%, 100%)
took -> 5  (2.2222%, 100%)
attachments -> hair  (2.2222%, 81.8681%)
made -> hair  (2.2222%, 80.1075%)
attachments -> 5,hair  (2.2222%, 81.8681%)
5,attachments -> hair  (2.2222%, 81.8681%)
attachments,hair -> 5  (2.2222%, 100%)
blow,used -> 5  (2.2222%, 100%)
getting -> 5  (2.2073%, 100%)
bit,dryer -> 5  (2.2073%, 100%)
sure -> 5  (2.1924%, 100%)
three -> 5  (2.1924%, 100%)
tried -> 5  (2.1924%, 100%)
different -> hair  (2.1924%, 82.5843%)
bit,hair -> 5  (2.1924%, 100%)
item -> 5  (2.1775%, 100%)
best,like -> 5  (2.1775%, 100%)
328811288 -> 5  (2.1626%, 100%)
670161917 -> 5  (2.1626%, 100%)
feature -> 5  (2.1626%, 100%)
short -> 5  (2.1626%, 100%)
thought -> 5  (2.1626%, 100%)
frizzy -> dryer  (2.1626%, 86.8263%)
dried -> dryer  (2.1477%, 86.2275%)
cold -> 5  (2.1327%, 100%)
hand -> 5  (2.1327%, 100%)
try -> 5  (2.1327%, 100%)
style -> dryer  (2.1327%, 82.659%)
know -> hair  (2.1327%, 81.7143%)
bought,dry -> 5  (2.1327%, 100%)
hold -> hair  (2.1178%, 80.6818%)
blow,good -> 5  (2.1178%, 100%)
bought,good -> 5  (2.1178%, 100%)
983445543 -> 5  (2.1029%, 100%)
ionic -> hair  (2.1029%, 92.1569%)
694290590,hair -> 5  (2.1029%, 100%)
being -> 5  (2.088%, 100%)
wonderful -> 5  (2.088%, 100%)
straight -> dryer  (2.088%, 84.8485%)
109106777 -> 5  (2.0731%, 100%)
away -> 5  (2.0582%, 100%)
47684938,cord -> 5  (2.0582%, 100%)
blow,heat -> 5  (2.0582%, 100%)
andis -> 5  (2.0433%, 100%)
brand -> 5  (2.0433%, 100%)
working -> 5  (2.0433%, 100%)
salon -> hair  (2.0433%, 81.5476%)
ionic -> dryer  (2.0283%, 88.8889%)
486774008,dryer -> 5  (2.0283%, 100%)
attachments,dryer -> 5  (2.0283%, 100%)
difference -> 5  (2.0134%, 100%)
drys -> 5  (2.0134%, 100%)
having -> 5  (2.0134%, 100%)
732252283,great -> 5  (1.9985%, 100%)
best,owned -> 5  (1.9985%, 100%)
357308868 -> 5  (1.9836%, 100%)
keep -> hair  (1.9836%, 80.6061%)
blow,drying -> 5  (1.9836%, 100%)
absolutely -> 5  (1.9687%, 100%)
give -> 5  (1.9538%, 100%)
air,hot -> 5  (1.9538%, 100%)
big,hair -> 5  (1.9538%, 100%)
blow,dries -> 5  (1.9538%, 100%)
feels -> 5  (1.9389%, 100%)
getting -> hair  (1.9389%, 87.8378%)
694290590,dryer -> 5  (1.9389%, 100%)
blow,more -> 5  (1.9389%, 100%)
127343313 -> 5  (1.9239%, 100%)
thats -> 5  (1.9239%, 100%)
convenient -> 5  (1.909%, 100%)
quieter -> 5  (1.909%, 100%)
space -> 5  (1.909%, 100%)
air,its -> 5  (1.909%, 100%)
wont -> 5  (1.8941%, 100%)
short -> hair  (1.8941%, 87.5862%)
air,good -> 5  (1.8941%, 100%)
best,product -> 5  (1.8941%, 100%)
attachment -> 5  (1.8792%, 100%)
cheap -> 5  (1.8792%, 100%)
night -> 5  (1.8792%, 100%)
758099411,great -> 5  (1.8792%, 100%)
blow,product -> 5  (1.8792%, 100%)
medium -> 5  (1.8643%, 100%)
decided -> dryer  (1.8643%, 83.8926%)
decided -> hair  (1.8643%, 83.8926%)
drys -> hair  (1.8643%, 92.5926%)
593915883 -> 5  (1.8494%, 100%)
perfectly -> 5  (1.8494%, 100%)
styling -> 5  (1.8494%, 100%)
air,used -> 5  (1.8494%, 100%)
blow,ive -> 5  (1.8494%, 100%)
blow,thick -> 5  (1.8494%, 100%)
lots -> 5  (1.8345%, 100%)
replace -> 5  (1.8345%, 100%)
cold -> hair  (1.8345%, 86.014%)
took -> dryer  (1.8345%, 82.5503%)
took -> hair  (1.8345%, 82.5503%)
238410319 -> 5  (1.8195%, 100%)
blowdryer -> 5  (1.8195%, 100%)
ceramic -> 5  (1.8195%, 100%)
flat -> 5  (1.8195%, 100%)
said -> 5  (1.8195%, 100%)
times -> 5  (1.8195%, 100%)
unit -> 5  (1.8195%, 100%)
486774008,hair -> 5  (1.8195%, 100%)
air,time -> 5  (1.8195%, 100%)
buying -> 5  (1.8046%, 100%)
gift -> 5  (1.8046%, 100%)
leaves -> 5  (1.8046%, 100%)
review -> 5  (1.8046%, 100%)
bathroom,great -> 5  (1.8046%, 100%)
best,long -> 5  (1.8046%, 100%)
difference -> hair  (1.7897%, 88.8889%)
best,dries -> 5  (1.7897%, 100%)
blow,recommend -> 5  (1.7897%, 100%)
products -> 5  (1.7748%, 100%)
the -> 5  (1.7748%, 100%)
getting -> dryer  (1.7748%, 80.4054%)
486774008,cord -> 5  (1.7748%, 100%)
blow,price -> 5  (1.7748%, 100%)
see -> 5  (1.7599%, 100%)
temperature -> 5  (1.7599%, 100%)
being -> dryer  (1.7599%, 84.2857%)
cold -> dryer  (1.7599%, 82.5175%)
thought -> hair  (1.7599%, 81.3793%)
being -> 5,dryer  (1.7599%, 84.2857%)
5,being -> dryer  (1.7599%, 84.2857%)
being,dryer -> 5  (1.7599%, 100%)
mount -> 5  (1.745%, 100%)
andis -> dryer  (1.745%, 85.4015%)
hand -> dryer  (1.745%, 81.8182%)
andis -> 5,dryer  (1.745%, 85.4015%)
5,andis -> dryer  (1.745%, 85.4015%)
andis,dryer -> 5  (1.745%, 100%)
couldnt -> 5  (1.7301%, 100%)
length -> 5  (1.7301%, 100%)
value -> 5  (1.7301%, 100%)
andis -> hair  (1.7301%, 84.6715%)
ceramic -> hair  (1.7301%, 95.082%)
try -> hair  (1.7301%, 81.1189%)
47684938,love -> 5  (1.7301%, 100%)
air,dryers -> 5  (1.7301%, 100%)
andis -> 5,hair  (1.7301%, 84.6715%)
5,andis -> hair  (1.7301%, 84.6715%)
andis,hair -> 5  (1.7301%, 100%)
cut -> 5  (1.7151%, 100%)
isnt -> 5  (1.7151%, 100%)
own -> 5  (1.7151%, 100%)
shot -> 5  (1.7151%, 100%)
store -> 5  (1.7151%, 100%)
leaves -> hair  (1.7151%, 95.0413%)
big,dryer -> 5  (1.7151%, 100%)
days -> 5  (1.7002%, 100%)
air,blow -> 5  (1.7002%, 100%)
best,price -> 5  (1.7002%, 100%)
styling -> hair  (1.6853%, 91.129%)
486589264 -> 5  (1.6704%, 100%)
brush -> 5  (1.6704%, 100%)
ones -> 5  (1.6704%, 100%)
attachment -> hair  (1.6704%, 88.8889%)
attachment -> 5,hair  (1.6704%, 88.8889%)
5,attachment -> hair  (1.6704%, 88.8889%)
attachment,hair -> 5  (1.6704%, 100%)
problems -> 5  (1.6555%, 100%)
usually -> 5  (1.6555%, 100%)
feels -> hair  (1.6555%, 85.3846%)
medium -> hair  (1.6555%, 88.8%)
favorite -> 5  (1.6406%, 100%)
speeds -> 5  (1.6406%, 100%)
ceramic -> dryer  (1.6406%, 90.1639%)
flat -> hair  (1.6406%, 90.1639%)
give -> hair  (1.6406%, 83.9695%)
732252283,love -> 5  (1.6406%, 100%)
being,hair -> 5  (1.6406%, 100%)
blow,bought -> 5  (1.6406%, 100%)
head -> 5  (1.6257%, 100%)
liked -> 5  (1.6257%, 100%)
quieter -> hair  (1.6257%, 85.1563%)
best,bought -> 5  (1.6257%, 100%)
folds -> 5  (1.6107%, 100%)
read -> 5  (1.6107%, 100%)
length -> hair  (1.6107%, 93.1034%)
blow,hot -> 5  (1.6107%, 100%)
fits -> 5  (1.5958%, 100%)
wish -> 5  (1.5958%, 100%)
blow,dont -> 5  (1.5958%, 100%)
expected -> 5  (1.5809%, 100%)
previous -> 5  (1.5809%, 100%)
review -> hair  (1.5809%, 87.6033%)
shot -> hair  (1.5809%, 92.1739%)
air,cool -> 5  (1.5809%, 100%)
away,hair -> 5  (1.5809%, 100%)
easier -> 5  (1.566%, 100%)
problem -> 5  (1.566%, 100%)
received -> 5  (1.566%, 100%)
flat -> dryer  (1.566%, 86.0656%)
medium -> dryer  (1.566%, 84%)
air,long -> 5  (1.566%, 100%)
air,more -> 5  (1.566%, 100%)
better,used -> 5  (1.566%, 100%)
blow,im -> 5  (1.566%, 100%)
full -> 5  (1.5511%, 100%)
traveling -> 5  (1.5511%, 100%)
review -> dryer  (1.5511%, 85.9504%)
arrived -> 5  (1.5362%, 100%)
switch -> 5  (1.5362%, 100%)
styling -> dryer  (1.5362%, 83.0645%)
the -> hair  (1.5362%, 86.5546%)
486774008,hair -> dryer  (1.5362%, 84.4262%)
air,settings -> 5  (1.5362%, 100%)
better,like -> 5  (1.5362%, 100%)
isnt -> hair  (1.5213%, 88.6957%)
wont -> hair  (1.5213%, 80.315%)
47684938,retractable -> 5  (1.5213%, 100%)
blow,fast -> 5  (1.5213%, 100%)
bought,dryers -> 5  (1.5213%, 100%)
531479992 -> 5  (1.5063%, 100%)
design -> 5  (1.5063%, 100%)
people -> 5  (1.5063%, 100%)
uses -> 5  (1.5063%, 100%)
warm -> 5  (1.5063%, 100%)
shot -> dryer  (1.5063%, 87.8261%)
best,good -> 5  (1.5063%, 100%)
blow,settings -> 5  (1.5063%, 100%)
blows -> 5  (1.4914%, 100%)
length -> dryer  (1.4914%, 86.2069%)
head -> hair  (1.4914%, 91.7431%)
attachment,dryer -> 5  (1.4914%, 100%)
away,dryer -> 5  (1.4914%, 100%)
deal -> 5  (1.4765%, 100%)
extra -> 5  (1.4765%, 100%)
times -> hair  (1.4765%, 81.1475%)
mount -> wall  (1.4765%, 84.6154%)
694290590,great -> 5  (1.4765%, 100%)
died -> 5  (1.4616%, 100%)
fantastic -> 5  (1.4616%, 100%)
brush -> hair  (1.4616%, 87.5%)
times -> dryer  (1.4616%, 80.3279%)
air,high -> 5  (1.4616%, 100%)
best,heat -> 5  (1.4616%, 100%)
best,thick -> 5  (1.4616%, 100%)
went -> 5  (1.4467%, 100%)
leaves -> dryer  (1.4467%, 80.1653%)
usually -> hair  (1.4467%, 87.3874%)
blow,br -> 5  (1.4467%, 100%)
blow,power -> 5  (1.4467%, 100%)
blow,using -> 5  (1.4467%, 100%)
iron -> 5  (1.4318%, 100%)
satisfied -> 5  (1.4318%, 100%)
better,love -> 5  (1.4318%, 100%)
fact -> 5  (1.4169%, 100%)
cut -> hair  (1.4169%, 82.6087%)
best,hairdryer -> 5  (1.4169%, 100%)
best,recommend -> 5  (1.4169%, 100%)
better,its -> 5  (1.4169%, 100%)
better,time -> 5  (1.4169%, 100%)
bought,dont -> 5  (1.4169%, 100%)
195677102 -> 5  (1.4019%, 100%)
443954263 -> 5  (1.4019%, 100%)
especially -> 5  (1.4019%, 100%)
id -> 5  (1.4019%, 100%)
looked -> 5  (1.4019%, 100%)
replacement -> 5  (1.4019%, 100%)
shipping -> 5  (1.4019%, 100%)
couldnt -> dryer  (1.4019%, 81.0345%)
cut -> time  (1.4019%, 81.7391%)
isnt -> dryer  (1.4019%, 81.7391%)
670161917,dryer -> 5  (1.4019%, 100%)
absolutely,dryer -> 5  (1.4019%, 100%)
absolutely,hair -> 5  (1.4019%, 100%)
air,br -> 5  (1.4019%, 100%)
best,drying -> 5  (1.4019%, 100%)
best,more -> 5  (1.4019%, 100%)
better,dry -> 5  (1.4019%, 100%)
blow,powerful -> 5  (1.4019%, 100%)
come -> 5  (1.387%, 100%)
usually -> dryer  (1.387%, 83.7838%)
best,buy -> 5  (1.387%, 100%)
believe -> 5  (1.3721%, 100%)
previous -> hair  (1.3721%, 86.7925%)
486774008,great -> 5  (1.3721%, 100%)
amazon,great -> 5  (1.3721%, 100%)
blow,easy -> 5  (1.3721%, 100%)
blow,old -> 5  (1.3721%, 100%)
blow,quickly -> 5  (1.3721%, 100%)
features -> 5  (1.3572%, 100%)
life -> 5  (1.3572%, 100%)
read -> hair  (1.3572%, 84.2593%)
47684938,retractable -> cord  (1.3572%, 89.2157%)
air,ive -> 5  (1.3572%, 100%)
bit,great -> 5  (1.3572%, 100%)
blow,cord -> 5  (1.3572%, 100%)
watt -> 5  (1.3423%, 100%)
awesome,great -> 5  (1.3423%, 100%)
better,dryers -> 5  (1.3423%, 100%)
better,more -> 5  (1.3423%, 100%)
better,product -> 5  (1.3423%, 100%)
fan -> 5  (1.3274%, 100%)
voltage -> 5  (1.3274%, 100%)
volume -> 5  (1.3274%, 100%)
iron -> hair  (1.3274%, 92.7083%)
328811288,dryer -> 5  (1.3274%, 100%)
air,drying -> 5  (1.3274%, 100%)
blow,nice -> 5  (1.3274%, 100%)
bought,buy -> 5  (1.3274%, 100%)
bought,cord -> 5  (1.3274%, 100%)
bought,drying -> 5  (1.3274%, 100%)
christmas -> 5  (1.3125%, 100%)
couple -> 5  (1.3125%, 100%)
fit -> 5  (1.3125%, 100%)
lasted -> 5  (1.3125%, 100%)
noise -> 5  (1.3125%, 100%)
results -> 5  (1.3125%, 100%)
air,dont -> 5  (1.3125%, 100%)
air,setting -> 5  (1.3125%, 100%)
attachments,great -> 5  (1.3125%, 100%)
blow,buy -> 5  (1.3125%, 100%)
completely -> 5  (1.2975%, 100%)
thank -> 5  (1.2975%, 100%)
read -> dryer  (1.2975%, 80.5556%)
486774008,love -> 5  (1.2975%, 100%)
air,product -> 5  (1.2975%, 100%)
amazing,love -> 5  (1.2975%, 100%)
awesome,love -> 5  (1.2975%, 100%)
clean -> 5  (1.2826%, 100%)
daily -> 5  (1.2826%, 100%)
overall -> 5  (1.2826%, 100%)
warm -> hair  (1.2826%, 85.1485%)
bought,dries -> 5  (1.2826%, 100%)
614083399 -> 5  (1.2677%, 100%)
folding -> 5  (1.2677%, 100%)
set -> 5  (1.2677%, 100%)
easier -> dryer  (1.2677%, 80.9524%)
better,price -> 5  (1.2677%, 100%)
blower -> 5  (1.2528%, 100%)
blowing -> 5  (1.2528%, 100%)
hands -> 5  (1.2528%, 100%)
needs -> 5  (1.2528%, 100%)
thanks -> 5  (1.2528%, 100%)
iron -> dryer  (1.2528%, 87.5%)
air,dries -> 5  (1.2528%, 100%)
blow,minutes -> 5  (1.2528%, 100%)
919751065 -> 5  (1.2379%, 100%)
flow -> 5  (1.2379%, 100%)
switch -> dryer  (1.2379%, 80.5825%)
593915883,hair -> 5  (1.2379%, 100%)
best,im -> 5  (1.2379%, 100%)
heavier -> 5  (1.223%, 100%)
mounted -> 5  (1.223%, 100%)
week -> 5  (1.223%, 100%)
people -> hair  (1.223%, 81.1881%)
air,im -> 5  (1.223%, 100%)
blow,cool -> 5  (1.223%, 100%)
end -> 5  (1.2081%, 100%)
least -> 5  (1.2081%, 100%)
natural -> 5  (1.2081%, 100%)
went -> hair  (1.2081%, 83.5052%)
197856712,dryer -> 5  (1.2081%, 100%)
758099411,love -> 5  (1.2081%, 100%)
air,button -> 5  (1.2081%, 100%)
air,using -> 5  (1.2081%, 100%)
amazing,great -> 5  (1.2081%, 100%)
broke -> 5  (1.1931%, 100%)
cost -> 5  (1.1931%, 100%)
handy -> 5  (1.1931%, 100%)
hope -> 5  (1.1931%, 100%)
670161917,hair -> 5  (1.1931%, 100%)
absolutely,love -> 5  (1.1931%, 100%)
blowdryer,hair -> 5  (1.1931%, 100%)
nicely -> 5  (1.1782%, 100%)
replaced -> 5  (1.1782%, 100%)
t -> 5  (1.1782%, 100%)
believe -> dryer  (1.1782%, 85.8696%)
believe -> hair  (1.1782%, 85.8696%)
looked -> dryer  (1.1782%, 84.0426%)
watt -> hair  (1.1782%, 87.7778%)
amazon,love -> 5  (1.1782%, 100%)
believe -> 5,dryer  (1.1782%, 85.8696%)
5,believe -> dryer  (1.1782%, 85.8696%)
believe,dryer -> 5  (1.1782%, 100%)
believe -> 5,hair  (1.1782%, 85.8696%)
5,believe -> hair  (1.1782%, 85.8696%)
believe,hair -> 5  (1.1782%, 100%)
best,using -> 5  (1.1782%, 100%)
better,good -> 5  (1.1782%, 100%)
258419037 -> 5  (1.1633%, 100%)
hairdryers -> 5  (1.1633%, 100%)
leave -> 5  (1.1633%, 100%)
remington -> 5  (1.1633%, 100%)
spend -> 5  (1.1633%, 100%)
stylist -> 5  (1.1633%, 100%)
things -> 5  (1.1633%, 100%)
iron -> flat  (1.1633%, 81.25%)
volume -> hair  (1.1633%, 87.6404%)
593915883,dryer -> 5  (1.1633%, 100%)
bathroom,love -> 5  (1.1633%, 100%)
best,dont -> 5  (1.1633%, 100%)
blow,doesnt -> 5  (1.1633%, 100%)
blows,dryer -> 5  (1.1633%, 100%)
gave -> 5  (1.1484%, 100%)
impressed -> 5  (1.1484%, 100%)
pink -> 5  (1.1484%, 100%)
place -> 5  (1.1484%, 100%)
fact -> dryer  (1.1484%, 81.0526%)
especially -> hair  (1.1484%, 81.9149%)
results -> hair  (1.1484%, 87.5%)
air,bought -> 5  (1.1484%, 100%)
air,price -> 5  (1.1484%, 100%)
better,ive -> 5  (1.1484%, 100%)
buttons -> 5  (1.1335%, 100%)
making -> 5  (1.1335%, 100%)
smaller -> 5  (1.1335%, 100%)
completely -> hair  (1.1335%, 87.3563%)
features -> dryer  (1.1335%, 83.5165%)
