Rule   (Support, Confidence) 
super -> dryer  (2.2%, 81.4815%)
medium -> hair  (2.2%, 81.4815%)
worth -> hair  (2.2%, 81.4815%)
328811288 -> 3  (2.1%, 100%)
control -> 3  (2.1%, 100%)
it -> 3  (2.1%, 100%)
pay -> 3  (2.1%, 100%)
plug -> 3  (2.1%, 100%)
professional -> 3  (2.1%, 100%)
smooth -> 3  (2.1%, 100%)
soft -> 3  (2.1%, 100%)
speeds -> 3  (2.1%, 100%)
stay -> 3  (2.1%, 100%)
switches -> 3  (2.1%, 100%)
went -> 3  (2.1%, 100%)
brush -> hair  (2.1%, 91.3043%)
ceramic -> dryer  (2.1%, 87.5%)
design -> dryer  (2.1%, 84%)
money -> dryer  (2.1%, 80.7692%)
smooth -> dryer  (2.1%, 100%)
smooth -> hair  (2.1%, 100%)
486774008,retractable -> 3  (2.1%, 100%)
air,drying -> 3  (2.1%, 100%)
238410319 -> 3  (2%, 100%)
buying -> 3  (2%, 100%)
decided -> 3  (2%, 100%)
exactly -> 3  (2%, 100%)
havent -> 3  (2%, 100%)
ion -> 3  (2%, 100%)
kind -> 3  (2%, 100%)
needs -> 3  (2%, 100%)
replaced -> 3  (2%, 100%)
returned -> 3  (2%, 100%)
straight -> 3  (2%, 100%)
top -> 3  (2%, 100%)
cold -> hair  (2%, 83.3333%)
home -> dryer  (2%, 86.9565%)
it -> dryer  (2%, 95.2381%)
style -> dryer  (2%, 86.9565%)
ion -> hair  (2%, 100%)
special -> hair  (2%, 90.9091%)
style -> hair  (2%, 86.9565%)
694290590,hair -> 3  (2%, 100%)
air,cool -> 3  (2%, 100%)
868768702 -> 3  (1.9%, 100%)
blowing -> 3  (1.9%, 100%)
bonnet -> 3  (1.9%, 100%)
come -> 3  (1.9%, 100%)
couple -> 3  (1.9%, 100%)
due -> 3  (1.9%, 100%)
features -> 3  (1.9%, 100%)
flow -> 3  (1.9%, 100%)
impressed -> 3  (1.9%, 100%)
issues -> 3  (1.9%, 100%)
onoff -> 3  (1.9%, 100%)
products -> 3  (1.9%, 100%)
regular -> 3  (1.9%, 100%)
replacement -> 3  (1.9%, 100%)
retract -> 3  (1.9%, 100%)
store -> 3  (1.9%, 100%)
retract -> cord  (1.9%, 100%)
ion -> dryer  (1.9%, 95%)
larger -> dryer  (1.9%, 82.6087%)
lightweight -> dryer  (1.9%, 86.3636%)
hand -> hair  (1.9%, 82.6087%)
straight -> hair  (1.9%, 95%)
732252283,heavy -> 3  (1.9%, 100%)
air,cord -> 3  (1.9%, 100%)
air,job -> 3  (1.9%, 100%)
bathroom -> 3  (1.8%, 100%)
concentrator -> 3  (1.8%, 100%)
easier -> 3  (1.8%, 100%)
else -> 3  (1.8%, 100%)
ones -> 3  (1.8%, 100%)
original -> 3  (1.8%, 100%)
slightly -> 3  (1.8%, 100%)
smell -> 3  (1.8%, 100%)
trying -> 3  (1.8%, 100%)
unfortunately -> 3  (1.8%, 100%)
warranty -> 3  (1.8%, 100%)
weak -> 3  (1.8%, 100%)
week -> 3  (1.8%, 100%)
wife -> 3  (1.8%, 100%)
features -> dryer  (1.8%, 94.7368%)
quieter -> dryer  (1.8%, 81.8182%)
soft -> hair  (1.8%, 85.7143%)
switches -> hair  (1.8%, 85.7143%)
onoff -> switch  (1.8%, 94.7368%)
197856712,light -> 3  (1.8%, 100%)
694290590,dryer -> 3  (1.8%, 100%)
732252283,its -> 3  (1.8%, 100%)
air,great -> 3  (1.8%, 100%)
average -> 3  (1.7%, 100%)
blower -> 3  (1.7%, 100%)
cost -> 3  (1.7%, 100%)
holding -> 3  (1.7%, 100%)
idea -> 3  (1.7%, 100%)
lighter -> 3  (1.7%, 100%)
needed -> 3  (1.7%, 100%)
nozzle -> 3  (1.7%, 100%)
option -> 3  (1.7%, 100%)
paid -> 3  (1.7%, 100%)
pro -> 3  (1.7%, 100%)
says -> 3  (1.7%, 100%)
flow -> air  (1.7%, 89.4737%)
issues -> hair  (1.7%, 89.4737%)
it -> hair  (1.7%, 80.9524%)
127343313,hair -> 3  (1.7%, 100%)
47684938,retractable -> 3  (1.7%, 100%)
486774008,heavy -> 3  (1.7%, 100%)
486774008,its -> 3  (1.7%, 100%)
758099411,like -> 3  (1.7%, 100%)
air,fine -> 3  (1.7%, 100%)
flow -> 3,air  (1.7%, 89.4737%)
3,flow -> air  (1.7%, 89.4737%)
air,flow -> 3  (1.7%, 100%)
based -> 3  (1.6%, 100%)
cheaper -> 3  (1.6%, 100%)
flat -> 3  (1.6%, 100%)
highest -> 3  (1.6%, 100%)
leave -> 3  (1.6%, 100%)
night -> 3  (1.6%, 100%)
own -> 3  (1.6%, 100%)
part -> 3  (1.6%, 100%)
place -> 3  (1.6%, 100%)
read -> 3  (1.6%, 100%)
saw -> 3  (1.6%, 100%)
styling -> 3  (1.6%, 100%)
temp -> 3  (1.6%, 100%)
watt -> 3  (1.6%, 100%)
yes -> 3  (1.6%, 100%)
youre -> 3  (1.6%, 100%)
couple -> dryer  (1.6%, 84.2105%)
easier -> dryer  (1.6%, 88.8889%)
else -> dryer  (1.6%, 88.8889%)
pro -> dryer  (1.6%, 94.1176%)
watt -> dryer  (1.6%, 100%)
nozzle -> hair  (1.6%, 94.1176%)
486774008,great -> 3  (1.6%, 100%)
758099411,its -> 3  (1.6%, 100%)
air,hairdryer -> 3  (1.6%, 100%)
air,ive -> 3  (1.6%, 100%)
357308868 -> 3  (1.5%, 100%)
919751065 -> 3  (1.5%, 100%)
bright -> 3  (1.5%, 100%)
careful -> 3  (1.5%, 100%)
change -> 3  (1.5%, 100%)
completely -> 3  (1.5%, 100%)
damage -> 3  (1.5%, 100%)
description -> 3  (1.5%, 100%)
higher -> 3  (1.5%, 100%)
older -> 3  (1.5%, 100%)
outlet -> 3  (1.5%, 100%)
prefer -> 3  (1.5%, 100%)
real -> 3  (1.5%, 100%)
set -> 3  (1.5%, 100%)
space -> 3  (1.5%, 100%)
thin -> 3  (1.5%, 100%)
twice -> 3  (1.5%, 100%)
wavy -> 3  (1.5%, 100%)
nozzle -> dryer  (1.5%, 88.2353%)
warranty -> dryer  (1.5%, 83.3333%)
wavy -> dryer  (1.5%, 100%)
easier -> hair  (1.5%, 83.3333%)
wavy -> hair  (1.5%, 100%)
night -> light  (1.5%, 93.75%)
197856712,dryer -> 3  (1.5%, 100%)
47684938,like -> 3  (1.5%, 100%)
486774008,like -> 3  (1.5%, 100%)
air,i -> 3  (1.5%, 100%)
air,ok -> 3  (1.5%, 100%)
531479992 -> 3  (1.4%, 100%)
805407843 -> 3  (1.4%, 100%)
arm -> 3  (1.4%, 100%)
awkward -> 3  (1.4%, 100%)
close -> 3  (1.4%, 100%)
extra -> 3  (1.4%, 100%)
filter -> 3  (1.4%, 100%)
hope -> 3  (1.4%, 100%)
hoped -> 3  (1.4%, 100%)
level -> 3  (1.4%, 100%)
looked -> 3  (1.4%, 100%)
month -> 3  (1.4%, 100%)
move -> 3  (1.4%, 100%)
noticed -> 3  (1.4%, 100%)
people -> 3  (1.4%, 100%)
pink -> 3  (1.4%, 100%)
reading -> 3  (1.4%, 100%)
returning -> 3  (1.4%, 100%)
star -> 3  (1.4%, 100%)
tourmaline -> 3  (1.4%, 100%)
turned -> 3  (1.4%, 100%)
uses -> 3  (1.4%, 100%)
highest -> dryer  (1.4%, 87.5%)
tourmaline -> dryer  (1.4%, 100%)
flat -> hair  (1.4%, 87.5%)
paid -> hair  (1.4%, 82.3529%)
pro -> hair  (1.4%, 82.3529%)
highest -> setting  (1.4%, 87.5%)
air,blows -> 3  (1.4%, 100%)
air,button -> 3  (1.4%, 100%)
74735317 -> 3  (1.3%, 100%)
blowdryer -> 3  (1.3%, 100%)
broken -> 3  (1.3%, 100%)
but -> 3  (1.3%, 100%)
comb -> 3  (1.3%, 100%)
controls -> 3  (1.3%, 100%)
doing -> 3  (1.3%, 100%)
etc -> 3  (1.3%, 100%)
felt -> 3  (1.3%, 100%)
flimsy -> 3  (1.3%, 100%)
hands -> 3  (1.3%, 100%)
lasts -> 3  (1.3%, 100%)
lower -> 3  (1.3%, 100%)
normal -> 3  (1.3%, 100%)
perfect -> 3  (1.3%, 100%)
performance -> 3  (1.3%, 100%)
problems -> 3  (1.3%, 100%)
pros -> 3  (1.3%, 100%)
retracting -> 3  (1.3%, 100%)
reviewers -> 3  (1.3%, 100%)
room -> 3  (1.3%, 100%)
salon -> 3  (1.3%, 100%)
shorter -> 3  (1.3%, 100%)
tiny -> 3  (1.3%, 100%)
usually -> 3  (1.3%, 100%)
volume -> 3  (1.3%, 100%)
wind -> 3  (1.3%, 100%)
awkward -> hair  (1.3%, 92.8571%)
bright -> light  (1.3%, 86.6667%)
outlet -> cord  (1.3%, 86.6667%)
retracting -> cord  (1.3%, 100%)
damage -> hair  (1.3%, 86.6667%)
leave -> dryer  (1.3%, 81.25%)
outlet -> dryer  (1.3%, 86.6667%)
saw -> dryer  (1.3%, 81.25%)
styling -> dryer  (1.3%, 81.25%)
extra -> hair  (1.3%, 92.8571%)
felt -> hair  (1.3%, 100%)
highest -> hair  (1.3%, 81.25%)
leave -> hair  (1.3%, 81.25%)
read -> hair  (1.3%, 81.25%)
yes -> hair  (1.3%, 81.25%)
youre -> hair  (1.3%, 81.25%)
235105995,hair -> 3  (1.3%, 100%)
238410319,dryer -> 3  (1.3%, 100%)
486774008,dont -> 3  (1.3%, 100%)
486774008,good -> 3  (1.3%, 100%)
685652978,hair -> 3  (1.3%, 100%)
732252283,blow -> 3  (1.3%, 100%)
732252283,good -> 3  (1.3%, 100%)
732252283,like -> 3  (1.3%, 100%)
758099411,dry -> 3  (1.3%, 100%)
758099411,heat -> 3  (1.3%, 100%)
air,better -> 3  (1.3%, 100%)
air,hold -> 3  (1.3%, 100%)
air,nice -> 3  (1.3%, 100%)
195677102 -> 3  (1.2%, 100%)
253917972 -> 3  (1.2%, 100%)
258419037 -> 3  (1.2%, 100%)
486589264 -> 3  (1.2%, 100%)
accidentally -> 3  (1.2%, 100%)
barely -> 3  (1.2%, 100%)
bigger -> 3  (1.2%, 100%)
case -> 3  (1.2%, 100%)
complaint -> 3  (1.2%, 100%)
cons -> 3  (1.2%, 100%)
counter -> 3  (1.2%, 100%)
cut -> 3  (1.2%, 100%)
daughter -> 3  (1.2%, 100%)
disappointing -> 3  (1.2%, 100%)
dryerbr -> 3  (1.2%, 100%)
expecting -> 3  (1.2%, 100%)
favorite -> 3  (1.2%, 100%)
finish -> 3  (1.2%, 100%)
folding -> 3  (1.2%, 100%)
giving -> 3  (1.2%, 100%)
hang -> 3  (1.2%, 100%)
heating -> 3  (1.2%, 100%)
help -> 3  (1.2%, 100%)
keeps -> 3  (1.2%, 100%)
mounted -> 3  (1.2%, 100%)
opinion -> 3  (1.2%, 100%)
position -> 3  (1.2%, 100%)
revlon -> 3  (1.2%, 100%)
sent -> 3  (1.2%, 100%)
supposed -> 3  (1.2%, 100%)
technology -> 3  (1.2%, 100%)
things -> 3  (1.2%, 100%)
this -> 3  (1.2%, 100%)
traveling -> 3  (1.2%, 100%)
type -> 3  (1.2%, 100%)
value -> 3  (1.2%, 100%)
version -> 3  (1.2%, 100%)
whole -> 3  (1.2%, 100%)
dryerbr -> dryer  (1.2%, 100%)
felt -> dryer  (1.2%, 92.3077%)
normal -> dryer  (1.2%, 92.3077%)
performance -> dryer  (1.2%, 92.3077%)
this -> dryer  (1.2%, 100%)
turned -> dryer  (1.2%, 85.7143%)
salon -> hair  (1.2%, 92.3077%)
shorter -> hair  (1.2%, 92.3077%)
tourmaline -> hair  (1.2%, 85.7143%)
usually -> hair  (1.2%, 92.3077%)
235105995,dryer -> 3  (1.2%, 100%)
235105995,good -> 3  (1.2%, 100%)
238410319,hair -> 3  (1.2%, 100%)
47684938,its -> 3  (1.2%, 100%)
47684938,travel -> 3  (1.2%, 100%)
486774008,dry -> 3  (1.2%, 100%)
486774008,long -> 3  (1.2%, 100%)
486774008,time -> 3  (1.2%, 100%)
732252283,dry -> 3  (1.2%, 100%)
air,bought -> 3  (1.2%, 100%)
air,conair -> 3  (1.2%, 100%)
air,decent -> 3  (1.2%, 100%)
air,didnt -> 3  (1.2%, 100%)
air,enough -> 3  (1.2%, 100%)
air,handle -> 3  (1.2%, 100%)
air,model -> 3  (1.2%, 100%)
air,months -> 3  (1.2%, 100%)
air,powerful -> 3  (1.2%, 100%)
109106777 -> 3  (1.1%, 100%)
814216548 -> 3  (1.1%, 100%)
advertised -> 3  (1.1%, 100%)
arrived -> 3  (1.1%, 100%)
awesome -> 3  (1.1%, 100%)
black -> 3  (1.1%, 100%)
bottom -> 3  (1.1%, 100%)
continue -> 3  (1.1%, 100%)
daily -> 3  (1.1%, 100%)
described -> 3  (1.1%, 100%)
fall -> 3  (1.1%, 100%)
falls -> 3  (1.1%, 100%)
fire -> 3  (1.1%, 100%)
hose -> 3  (1.1%, 100%)
kept -> 3  (1.1%, 100%)
let -> 3  (1.1%, 100%)
life -> 3  (1.1%, 100%)
loose -> 3  (1.1%, 100%)
making -> 3  (1.1%, 100%)
middle -> 3  (1.1%, 100%)
number -> 3  (1.1%, 100%)
plenty -> 3  (1.1%, 100%)
plugged -> 3  (1.1%, 100%)
relatively -> 3  (1.1%, 100%)
remington -> 3  (1.1%, 100%)
results -> 3  (1.1%, 100%)
shiny -> 3  (1.1%, 100%)
spend -> 3  (1.1%, 100%)
sturdy -> 3  (1.1%, 100%)
theres -> 3  (1.1%, 100%)
voltage -> 3  (1.1%, 100%)
dryerbr -> br  (1.1%, 91.6667%)
case -> hair  (1.1%, 91.6667%)
controls -> dryer  (1.1%, 84.6154%)
lasts -> dryer  (1.1%, 84.6154%)
pros -> dryer  (1.1%, 84.6154%)
revlon -> dryer  (1.1%, 91.6667%)
salon -> dryer  (1.1%, 84.6154%)
technology -> dryer  (1.1%, 91.6667%)
dryerbr -> hair  (1.1%, 91.6667%)
opinion -> hair  (1.1%, 91.6667%)
performance -> hair  (1.1%, 84.6154%)
pros -> hair  (1.1%, 84.6154%)
reviewers -> hair  (1.1%, 84.6154%)
revlon -> hair  (1.1%, 91.6667%)
shiny -> hair  (1.1%, 100%)
technology -> hair  (1.1%, 91.6667%)
this -> hair  (1.1%, 91.6667%)
volume -> hair  (1.1%, 84.6154%)
mounted -> wall  (1.1%, 91.6667%)
127343313,dryer -> 3  (1.1%, 100%)
197856712,night -> 3  (1.1%, 100%)
197856712,night -> light  (1.1%, 100%)
235105995,its -> 3  (1.1%, 100%)
235105995,three -> 3  (1.1%, 100%)
328811288,hair -> 3  (1.1%, 100%)
47684938,great -> 3  (1.1%, 100%)
47684938,retract -> 3  (1.1%, 100%)
486774008,br -> 3  (1.1%, 100%)
486774008,hairdryer -> 3  (1.1%, 100%)
486774008,more -> 3  (1.1%, 100%)
486774008,short -> 3  (1.1%, 100%)
685652978,bonnet -> 3  (1.1%, 100%)
758099411,dont -> 3  (1.1%, 100%)
air,bit -> 3  (1.1%, 100%)
air,cold -> 3  (1.1%, 100%)
air,diffuser -> 3  (1.1%, 100%)
air,heavy -> 3  (1.1%, 100%)
air,id -> 3  (1.1%, 100%)
199558933 -> 3  (1%, 100%)
258419037 -> hair  (1%, 83.3333%)
303775294 -> 3  (1%, 100%)
670161917 -> 3  (1%, 100%)
897437023 -> 3  (1%, 100%)
amount -> 3  (1%, 100%)
break -> 3  (1%, 100%)
burning -> 3  (1%, 100%)
couldnt -> 3  (1%, 100%)
deal -> 3  (1%, 100%)
drier -> 3  (1%, 100%)
fair -> 3  (1%, 100%)
fits -> 3  (1%, 100%)
folds -> 3  (1%, 100%)
forever -> 3  (1%, 100%)
free -> 3  (1%, 100%)
given -> 3  (1%, 100%)
hairbr -> 3  (1%, 100%)
hanging -> 3  (1%, 100%)
happened -> 3  (1%, 100%)
hotter -> 3  (1%, 100%)
inexpensive -> 3  (1%, 100%)
itbr -> 3  (1%, 100%)
keeping -> 3  (1%, 100%)
mentioned -> 3  (1%, 100%)
models -> 3  (1%, 100%)
