Rule   (Support, Confidence) 
frizzy -> hair  (2.345%, 99.6296%)
hair,highly -> 5  (2.345%, 90.8784%)
highly,recommend -> 5  (2.345%, 93.0796%)
curly,dryer -> hair  (2.3276%, 99.2565%)
air,like -> hair  (2.3189%, 83.6478%)
2,hair -> dryer  (2.3102%, 82.5545%)
5,high -> hair  (2.3102%, 80.303%)
style -> hair  (2.2753%, 89.3836%)
amazon,hair -> dryer  (2.2579%, 86.3333%)
dries,fast -> hair  (2.2579%, 91.844%)
dryer,highly -> 5  (2.2492%, 88.9655%)
straight -> hair  (2.2404%, 96.9811%)
air,great -> hair  (2.2404%, 82.3718%)
blow,good -> dryer  (2.2317%, 86.1953%)
bought,dry -> hair  (2.223%, 94.0959%)
diffuser,dryer -> hair  (2.223%, 91.0714%)
diffuser,hair -> dryer  (2.223%, 86.1486%)
5,minutes -> dryer  (2.2143%, 82.7362%)
dont,time -> hair  (2.2143%, 82.2006%)
5,makes -> hair  (2.1968%, 85.4237%)
smooth -> hair  (2.1881%, 93.6567%)
dry,drying -> dryer  (2.1794%, 84.7458%)
dry,minutes -> dryer  (2.1794%, 88.6525%)
professional -> dryer  (2.1707%, 83.8384%)
air,dry -> dryer  (2.1707%, 84.1216%)
cant,dryer -> hair  (2.162%, 81.8482%)
cant,hair -> dryer  (2.162%, 85.8131%)
5,cool -> hair  (2.1445%, 83.6735%)
5,setting -> hair  (2.1445%, 80.6557%)
dry,im -> dryer  (2.1445%, 85.4167%)
blow,long -> hair  (2.1358%, 91.4179%)
dried -> dryer  (2.1271%, 85.614%)
blow,long -> dryer  (2.1184%, 90.6716%)
cord,long -> dryer  (2.1097%, 84.0278%)
different,dryer -> hair  (2.1097%, 88.3212%)
different,hair -> dryer  (2.1097%, 87.3646%)
attachment -> hair  (2.101%, 82.8179%)
day,dryer -> hair  (2.101%, 84.2657%)
day,hair -> dryer  (2.101%, 84.8592%)
doesnt,like -> hair  (2.0922%, 83.9161%)
dries,its -> hair  (2.0922%, 95.2381%)
soft -> hair  (2.0835%, 90.1887%)
dried -> dryer,hair  (2.0835%, 83.8596%)
dried,dryer -> hair  (2.0835%, 97.9508%)
dried,hair -> dryer  (2.0835%, 85.9712%)
ionic -> hair  (2.0748%, 89.4737%)
long,love -> 5  (2.0661%, 80.6122%)
love,used -> 5  (2.0574%, 80.2721%)
dries,like -> dryer  (2.0574%, 81.9444%)
andis -> dryer  (2.0486%, 86.0806%)
br,dry -> hair  (2.0486%, 96.3115%)
dries,time -> hair  (2.0486%, 97.5104%)
amazing -> 5  (2.0399%, 86.0294%)
blow,used -> dryer  (2.0399%, 86.9888%)
br,like -> hair  (2.0399%, 88.6364%)
cord,long -> hair  (2.0399%, 81.25%)
br,its -> hair  (2.0312%, 87.9245%)
best,love -> 5  (2.0225%, 91.3386%)
blow,used -> hair  (2.0138%, 85.8736%)
doesnt,like -> dryer  (2.0138%, 80.7692%)
dry,ive -> dryer  (2.0138%, 86.5169%)
ionic -> dryer  (2.0051%, 86.4662%)
dont,good -> hair  (1.9963%, 80.6338%)
doesnt,dry -> hair  (1.9789%, 97.0085%)
frizzy -> dryer  (1.9702%, 83.7037%)
love,recommend -> 5  (1.9528%, 85.4962%)
heat,love -> 5  (1.9353%, 82.5279%)
br,its -> dryer  (1.9353%, 83.7736%)
br,like -> dryer  (1.9353%, 84.0909%)
br,dry -> dryer  (1.9266%, 90.5738%)
air,its -> hair  (1.9179%, 88%)
blow,more -> dryer  (1.9179%, 87.3016%)
blow,drying -> hair  (1.9179%, 92.437%)
dry,using -> dryer  (1.9179%, 83.3333%)
straight -> dryer  (1.9092%, 82.6415%)
bought,dry -> dryer  (1.9004%, 80.4428%)
blow,more -> hair  (1.8917%, 86.1111%)
br,great -> hair  (1.8917%, 85.4331%)
doesnt,its -> hair  (1.8917%, 82.197%)
5,make -> hair  (1.883%, 82.4427%)
bathroom,dryer -> hair  (1.883%, 81.5094%)
bathroom,hair -> dryer  (1.883%, 87.0968%)
dry,quickly -> dryer  (1.883%, 86.747%)
5,curly -> hair  (1.8743%, 99.0783%)
dryers,love -> 5  (1.8743%, 84.3137%)
5,i -> hair  (1.8743%, 84.6457%)
attachments,dryer -> hair  (1.8743%, 86.6935%)
attachments,hair -> dryer  (1.8743%, 83.9844%)
loves -> 5  (1.8656%, 85.9438%)
best,great -> 5  (1.8656%, 83.5937%)
5,takes -> hair  (1.8656%, 90.678%)
ive,love -> 5  (1.8569%, 83.8583%)
fast,love -> 5  (1.8481%, 89.0756%)
comes,dryer -> hair  (1.8481%, 87.9668%)
comes,hair -> dryer  (1.8481%, 85.83%)
4,blow -> dryer  (1.8394%, 83.7302%)
5,retractable -> cord  (1.8394%, 93.3628%)
blow,dryers -> dryer  (1.8394%, 82.7451%)
blow,heat -> dryer  (1.8394%, 87.9167%)
br,great -> dryer  (1.8394%, 83.0709%)
compact,hair -> dryer  (1.8394%, 85.0806%)
dries,long -> hair  (1.8307%, 99.0566%)
difference -> hair  (1.822%, 87.8151%)
shiny -> hair  (1.822%, 98.1221%)
5,low -> hair  (1.8133%, 81.8898%)
blow,hot -> dryer  (1.8046%, 88.0851%)
blow,heat -> hair  (1.8046%, 86.25%)
dont,long -> hair  (1.8046%, 86.6109%)
blow,drying -> dryer  (1.7958%, 86.5546%)
dry,enough -> hair  (1.7958%, 96.7136%)
medium -> hair  (1.7871%, 81.6733%)
best,love -> dryer  (1.7871%, 80.7087%)
dry,fast -> hair  (1.7871%, 93.1818%)
andis,dryer -> hair  (1.7784%, 86.8085%)
andis,hair -> dryer  (1.7784%, 94.0092%)
dont,more -> hair  (1.7784%, 80.315%)
4,long -> hair  (1.7697%, 86.7521%)
air,its -> dryer  (1.7697%, 81.2%)
dries,time -> dryer  (1.7697%, 84.2324%)
dry,old -> dryer  (1.7697%, 87.8788%)
big,dryer -> hair  (1.761%, 84.5188%)
big,hair -> dryer  (1.761%, 80.1587%)
dryer,excellent -> 5  (1.7522%, 81.0484%)
dries,dry -> hair  (1.7522%, 97.1014%)
br,i -> hair  (1.7435%, 85.1064%)
air,blow -> dryer  (1.7348%, 85.4077%)
br,i -> dryer  (1.7348%, 84.6809%)
5,takes -> dryer  (1.7261%, 83.8983%)
love,price -> 5  (1.7261%, 83.1933%)
brush -> hair  (1.7087%, 85.2174%)
ceramic -> hair  (1.7087%, 90.7407%)
isnt -> hair  (1.7087%, 82.0084%)
5,frizz -> hair  (1.7087%, 94.686%)
attachment,dryer -> hair  (1.7087%, 86.3436%)
attachment,hair -> dryer  (1.7087%, 81.3278%)
br,time -> hair  (1.7087%, 88.6878%)
blow,dont -> dryer  (1.6999%, 88.2353%)
dry,price -> dryer  (1.6999%, 82.2785%)
best,used -> 5  (1.6912%, 82.2034%)
5,didnt -> hair  (1.6912%, 82.2034%)
694290590,dryer -> hair  (1.6912%, 83.9827%)
length -> hair  (1.6825%, 91.4692%)
best,used -> hair  (1.6825%, 81.7797%)
dont,dryers -> hair  (1.6825%, 89.3519%)
dries,good -> hair  (1.6825%, 92.7885%)
dry,setting -> dryer  (1.6825%, 87.7273%)
being,dryer -> hair  (1.6738%, 84.5815%)
being,hair -> dryer  (1.6738%, 88.4793%)
best,used -> dryer  (1.6738%, 81.3559%)
br,time -> dryer  (1.6738%, 86.8778%)
great,retractable -> cord  (1.6738%, 96.9697%)
doesnt,dry -> dryer  (1.6738%, 82.0513%)
dont,long -> dryer  (1.6738%, 80.3347%)
the -> hair  (1.6651%, 81.2766%)
air,time -> hair  (1.6651%, 88.8372%)
best,dry -> hair  (1.6651%, 97.449%)
love,more -> 5  (1.6564%, 80.5085%)
air,dryers -> hair  (1.6564%, 93.1373%)
air,used -> hair  (1.6564%, 85.9729%)
blow,dont -> hair  (1.6564%, 85.9729%)
br,heat -> hair  (1.6564%, 90.0474%)
cord,dry -> hair  (1.6564%, 95.4774%)
dry,settings -> dryer  (1.6564%, 86.758%)
shot -> hair  (1.6476%, 84.375%)
button,cool -> hair  (1.6476%, 84%)
dont,im -> hair  (1.6476%, 84%)
review -> dryer  (1.6389%, 80.6867%)
excellent,hair -> 5  (1.6389%, 81.7391%)
best,blow -> dryer  (1.6389%, 91.7073%)
better,like -> hair  (1.6389%, 80.3419%)
dont,dryers -> dryer  (1.6389%, 87.037%)
dont,heat -> hair  (1.6389%, 86.6359%)
ceramic -> dryer  (1.6302%, 86.5741%)
4,dries -> hair  (1.6302%, 93.5%)
5,button -> hair  (1.6302%, 85%)
blow,thick -> hair  (1.6215%, 99.4652%)
br,heat -> dryer  (1.6215%, 88.1517%)
br,good -> hair  (1.6215%, 83.0357%)
486774008,hair -> dryer  (1.6128%, 81.1404%)
5,faster -> hair  (1.6128%, 92.9648%)
feels -> hair  (1.604%, 80.7018%)
br,more -> hair  (1.604%, 89.7561%)
cool,like -> dryer  (1.604%, 82.5112%)
best,time -> hair  (1.5953%, 88.4058%)
cool,like -> hair  (1.5953%, 82.0628%)
dries,dry -> dryer  (1.5953%, 88.4058%)
dries,used -> hair  (1.5953%, 97.861%)
mount -> wall  (1.5866%, 87.9227%)
dont,love -> hair  (1.5866%, 81.982%)
shot -> dryer  (1.5779%, 80.8036%)
air,used -> dryer  (1.5779%, 81.9005%)
air,more -> hair  (1.5779%, 84.9765%)
color,dryer -> hair  (1.5779%, 83.7963%)
color,hair -> dryer  (1.5779%, 80.8036%)
cool,great -> hair  (1.5779%, 81.5315%)
5,owned -> dryer  (1.5692%, 80.3571%)
5,speed -> hair  (1.5692%, 81.0811%)
cool,dry -> hair  (1.5692%, 98.9011%)
dont,ive -> hair  (1.5692%, 86.9565%)
amazing,hair -> 5  (1.5605%, 85.6459%)
awesome,hair -> 5  (1.5605%, 88.1773%)
best,ive -> 5  (1.5605%, 83.2558%)
easy,love -> 5  (1.5605%, 85.6459%)
air,dryers -> dryer  (1.5605%, 87.7451%)
blow,product -> dryer  (1.5605%, 84.8341%)
cord,dry -> dryer  (1.5605%, 89.9497%)
cord,used -> dryer  (1.5605%, 81.3636%)
4,dryers -> hair  (1.5517%, 85.5769%)
love,thick -> 5  (1.5517%, 82.7907%)
length -> dryer  (1.543%, 83.8863%)
air,more -> dryer  (1.543%, 83.0986%)
best,dry -> dryer  (1.543%, 90.3061%)
br,used -> hair  (1.543%, 88.0597%)
came,dryer -> hair  (1.543%, 83.0986%)
came,hair -> dryer  (1.543%, 82.7103%)
dont,heat -> dryer  (1.543%, 81.5668%)
air,time -> dryer  (1.5343%, 81.8605%)
away,dryer -> hair  (1.5343%, 83.4123%)
away,hair -> dryer  (1.5343%, 83.0189%)
blow,im -> dryer  (1.5343%, 89.7959%)
br,used -> dryer  (1.5343%, 87.5622%)
ceramic -> dryer,hair  (1.5343%, 81.4815%)
ceramic,dryer -> hair  (1.5343%, 94.1176%)
ceramic,hair -> dryer  (1.5343%, 89.7959%)
styling -> hair  (1.5256%, 89.7436%)
5,curly -> dryer  (1.5256%, 80.6452%)
better,its -> hair  (1.5256%, 80.6452%)
blow,dries -> hair  (1.5256%, 95.1087%)
bought,long -> hair  (1.5256%, 87.0647%)
cold,dryer -> hair  (1.5256%, 84.9515%)
cold,hair -> dryer  (1.5256%, 84.5411%)
best,time -> 5  (1.5169%, 84.058%)
5,say -> hair  (1.5169%, 82.0755%)
blow,using -> dryer  (1.5169%, 91.5789%)
cool,heat -> hair  (1.5169%, 86.1386%)
best,time -> dryer  (1.5082%, 83.5749%)
best,dryers -> hair  (1.5082%, 88.2653%)
better,dry -> hair  (1.5082%, 96.648%)
blow,ive -> dryer  (1.5082%, 90.1042%)
blow,price -> dryer  (1.5082%, 87.3737%)
dry,hairdryer -> hair  (1.5082%, 96.1111%)
awesome,dryer -> 5  (1.4994%, 86%)
5,smooth -> hair  (1.4994%, 93.4783%)
amazing,dryer -> hair  (1.4994%, 90.5263%)
amazing,hair -> dryer  (1.4994%, 82.2967%)
blow,dries -> dryer  (1.4994%, 93.4783%)
br,more -> dryer  (1.4994%, 83.9024%)
dont,hot -> hair  (1.4994%, 83.9024%)
love,powerful -> 5  (1.4907%, 83.0097%)
blow,bought -> dryer  (1.4907%, 87.2449%)
buy,dry -> hair  (1.4907%, 95%)
dries,product -> hair  (1.4907%, 93.956%)
dries,thick -> hair  (1.4907%, 100%)
dry,high -> dryer  (1.4907%, 83.8235%)
dry,heavy -> hair  (1.4907%, 97.1591%)
flat -> hair  (1.482%, 88.0829%)
3,dry -> hair  (1.482%, 92.8962%)
47684938,retractable -> cord  (1.482%, 91.3978%)
best,dryers -> dryer  (1.482%, 86.7347%)
blow,thick -> dryer  (1.482%, 90.9091%)
blow,using -> hair  (1.482%, 89.4737%)
quieter -> hair  (1.4733%, 82.439%)
amazing,dryer -> 5  (1.4733%, 88.9474%)
love,quickly -> 5  (1.4733%, 84.5%)
blow,im -> hair  (1.4733%, 86.2245%)
difference,dryer -> hair  (1.4733%, 94.9438%)
difference,hair -> dryer  (1.4733%, 80.8612%)
best,blow -> 5  (1.4646%, 81.9512%)
5,frizz -> dryer  (1.4646%, 81.1594%)
air,long -> hair  (1.4646%, 89.8396%)
best,like -> dryer  (1.4646%, 86.1538%)
cheap,dryer -> hair  (1.4646%, 81.5534%)
cheap,hair -> dryer  (1.4646%, 81.9512%)
cord,heat -> dryer  (1.4646%, 83.5821%)
cord,more -> dryer  (1.4646%, 82.7586%)
decided,dryer -> hair  (1.4646%, 87.9581%)
decided,hair -> dryer  (1.4646%, 88.8889%)
didnt,dry -> hair  (1.4646%, 97.1098%)
dries,dryers -> hair  (1.4646%, 97.1098%)
5,diffuser -> hair  (1.4558%, 85.641%)
5,frizzy -> hair  (1.4558%, 100%)
light,love -> 5  (1.4558%, 82.266%)
best,like -> hair  (1.4558%, 85.641%)
dont,ive -> dryer  (1.4558%, 80.6763%)
bought,long -> dryer  (1.4471%, 82.5871%)
dont,hot -> dryer  (1.4471%, 80.9756%)
leaves -> hair  (1.4384%, 93.75%)
blow,br -> dryer  (1.4384%, 92.1788%)
cool,heat -> dryer  (1.4384%, 81.6832%)
dries,heat -> hair  (1.4384%, 98.2143%)
styling -> dryer  (1.421%, 83.5897%)
air,dont -> hair  (1.421%, 91.573%)
cord,dries -> hair  (1.421%, 95.3216%)
dont,drying -> hair  (1.421%, 93.1429%)
5,dried -> hair  (1.4123%, 97.006%)
5,professional -> dryer  (1.4123%, 83.9378%)
air,br -> hair  (1.4123%, 92.5714%)
doesnt,hot -> hair  (1.4123%, 81.407%)
dries,used -> dryer  (1.4123%, 86.631%)
dry,powerful -> dryer  (1.4123%, 84.8168%)
5,soft -> hair  (1.4035%, 92%)
blow,br -> hair  (1.4035%, 89.9441%)
br,long -> hair  (1.4035%, 93.0636%)
drys -> hair  (1.3948%, 90.9091%)
read -> hair  (1.3948%, 80.402%)
5,feel -> hair  (1.3948%, 81.2183%)
blow,ive -> hair  (1.3948%, 83.3333%)
br,dryers -> hair  (1.3948%, 93.5673%)
cord,time -> dryer  (1.3948%, 80.402%)
5,straight -> hair  (1.3861%, 96.3636%)
blow,recommend -> dryer  (1.3861%, 93.5294%)
br,im -> hair  (1.3861%, 89.3258%)
cord,dryers -> hair  (1.3861%, 87.3626%)
dont,using -> hair  (1.3861%, 80.303%)
dries,more -> hair  (1.3861%, 94.6429%)
dry,recommend -> dryer  (1.3861%, 84.127%)
br,dryers -> dryer  (1.3774%, 92.3977%)
br,im -> dryer  (1.3774%, 88.764%)
5,style -> hair  (1.3687%, 90.7514%)
bad,dryer -> hair  (1.3687%, 81.7708%)
bad,hair -> dryer  (1.3687%, 85.7923%)
better,time -> hair  (1.3687%, 84.8649%)
blow,cord -> dryer  (1.3687%, 90.2299%)
br,dont -> hair  (1.3687%, 85.3261%)
doesnt,long -> hair  (1.3687%, 87.2222%)
usually -> hair  (1.36%, 85.2459%)
4,im -> hair  (1.36%, 80.829%)
5,professional -> hair  (1.36%, 80.829%)
hairdryer,love -> 5  (1.36%, 80.829%)
air,cool -> hair  (1.36%, 84.7826%)
better,dry -> dryer  (1.36%, 87.1508%)
better,used -> hair  (1.36%, 84.3243%)
air,long -> dryer  (1.3512%, 82.8877%)
br,drying -> hair  (1.3512%, 96.875%)
love,old -> 5  (1.3425%, 81.4815%)
air,love -> hair  (1.3425%, 82.7957%)
air,setting -> hair  (1.3425%, 82.7957%)
brand,dryer -> hair  (1.3425%, 80.2083%)
brand,hair -> dryer  (1.3425%, 88%)
button,great -> dryer  (1.3425%, 84.6154%)
air,br -> dryer  (1.3338%, 87.4286%)
cool,setting -> hair  (1.3338%, 83.1522%)
didnt,its -> hair  (1.3338%, 82.7027%)
didnt,used -> hair  (1.3338%, 83.6066%)
air,drying -> hair  (1.3251%, 94.4099%)
br,dont -> dryer  (1.3251%, 82.6087%)
button,great -> hair  (1.3251%, 83.5165%)
cool,dry -> dryer  (1.3251%, 83.5165%)
cool,hot -> dryer  (1.3251%, 84.4444%)
cord,handle -> dryer  (1.3251%, 81.2834%)
dries,price -> hair  (1.3251%, 93.8272%)
air,love -> 5  (1.3164%, 81.1828%)
air,cool -> dryer  (1.3164%, 82.0652%)
brush,dryer -> hair  (1.3164%, 94.9686%)
doesnt,dont -> hair  (1.3164%, 81.6216%)
dry,faster -> hair  (1.3164%, 96.7949%)
dry,fine -> hair  (1.3164%, 97.4194%)
glad -> 5  (1.3076%, 81.5217%)
5,comes -> hair  (1.3076%, 81.9672%)
5,shiny -> hair  (1.3076%, 98.0392%)
better,time -> dryer  (1.3076%, 81.0811%)
bought,dryers -> hair  (1.3076%, 84.2697%)
br,long -> dryer  (1.3076%, 86.7052%)
usually -> dryer  (1.2989%, 81.4208%)
4,drying -> hair  (1.2989%, 86.6279%)
5,attachments -> hair  (1.2989%, 81.8681%)
5,made -> hair  (1.2989%, 80.1075%)
air,high -> hair  (1.2989%, 80.1075%)
cool,setting -> dryer  (1.2989%, 80.9783%)
cord,dryers -> dryer  (1.2989%, 81.8681%)
dries,dryers -> dryer  (1.2989%, 86.1272%)
dry,heavy -> dryer  (1.2989%, 84.6591%)
blow,settings -> dryer  (1.2902%, 90.7975%)
bought,dryers -> dryer  (1.2902%, 83.1461%)
cool,hot -> hair  (1.2902%, 82.2222%)
didnt,dry -> dryer  (1.2902%, 85.5491%)
dont,dries -> hair  (1.2902%, 98.0132%)
dry,nice -> dryer  (1.2902%, 83.6158%)
dry,gets -> hair  (1.2902%, 96.732%)
flow -> air  (1.2815%, 90.184%)
5,different -> hair  (1.2815%, 82.5843%)
great,highly -> 5  (1.2815%, 93.6306%)
cool,its -> hair  (1.2815%, 84.4828%)
doesnt,used -> dryer  (1.2815%, 86.4706%)
dont,drying -> dryer  (1.2815%, 84%)
dry,easy -> hair  (1.2815%, 96.0784%)
br,hot -> hair  (1.2728%, 91.8239%)
cool,its -> dryer  (1.2728%, 83.908%)
died,hair -> dryer  (1.2728%, 87.9518%)
doesnt,long -> dryer  (1.2728%, 81.1111%)
5,frizzy -> dryer  (1.2641%, 86.8263%)
blow,doesnt -> hair  (1.2641%, 84.7953%)
conair,dry -> hair  (1.2641%, 96.6667%)
cool,settings -> hair  (1.2641%, 87.8788%)
disappointed,hair -> dryer  (1.2641%, 88.4146%)
dry,i -> dryer  (1.2641%, 89.5062%)
dry,take -> dryer  (1.2641%, 80.5556%)
5,dried -> dryer  (1.2553%, 86.2275%)
br,drying -> dryer  (1.2553%, 90%)
buttons,dryer -> hair  (1.2553%, 85.2071%)
buttons,hair -> dryer  (1.2553%, 86.747%)
doesnt,used -> hair  (1.2553%, 84.7059%)
dries,old -> hair  (1.2553%, 96%)
cut -> hair  (1.2466%, 80.3371%)
5,style -> dryer  (1.2466%, 82.659%)
5,know -> hair  (1.2466%, 81.7143%)
better,dryers -> hair  (1.2466%, 87.1951%)
bought,old -> dryer  (1.2466%, 80.3371%)
5,hold -> hair  (1.2379%, 80.6818%)
5,ionic -> hair  (1.2292%, 92.1569%)
better,dryers -> dryer  (1.2292%, 85.9756%)
blow,doesnt -> dryer  (1.2292%, 82.4561%)
blow,settings -> hair  (1.2292%, 86.5031%)
br,hot -> dryer  (1.2292%, 88.6792%)
curly,great -> hair  (1.2292%, 98.6014%)
didnt,time -> hair  (1.2292%, 85.4545%)
doesnt,heat -> hair  (1.2292%, 81.9767%)
dont,setting -> hair  (1.2292%, 85.4545%)
dries,thick -> dryer  (1.2292%, 82.4561%)
dries,ive -> hair  (1.2292%, 97.2414%)
wonderful -> 5  (1.2205%, 84.3373%)
5,straight -> dryer  (1.2205%, 84.8485%)
blow,recommend -> hair  (1.2205%, 82.3529%)
bought,hot -> dryer  (1.2205%, 84.3373%)
bought,hot -> hair  (1.2205%, 84.3373%)
doesnt,time -> hair  (1.2205%, 84.3373%)
dry,got -> hair  (1.2205%, 96.5517%)
air,im -> hair  (1.2118%, 92.6667%)
blows,dryer -> hair  (1.2118%, 83.7349%)
blows,hair -> dryer  (1.2118%, 84.7561%)
button,like -> hair  (1.2118%, 80.814%)
dry,fine -> dryer  (1.2118%, 89.6774%)
br,the -> hair  (1.203%, 90.7895%)
dry,frizzy -> hair  (1.203%, 100%)
4,thick -> hair  (1.1943%, 100%)
got,love -> 5  (1.1943%, 81.5476%)
5,salon -> hair  (1.1943%, 81.5476%)
best,long -> hair  (1.1943%, 86.7089%)
blow,high -> dryer  (1.1943%, 86.1635%)
blow,power -> dryer  (1.1943%, 83.5366%)
buying,dryer -> hair  (1.1943%, 84.5679%)
buying,hair -> dryer  (1.1943%, 86.1635%)
dries,nice -> hair  (1.1943%, 94.4828%)
5,ionic -> dryer  (1.1856%, 88.8889%)
love,power -> 5  (1.1856%, 82.9268%)
air,drying -> dryer  (1.1856%, 84.472%)
blow,old -> dryer  (1.1856%, 93.1507%)
cool,settings -> dryer  (1.1856%, 82.4242%)
doesnt,time -> dryer  (1.1856%, 81.9277%)
dries,more -> dryer  (1.1856%, 80.9524%)
