Rule   (Support, Confidence) 
quickly -> microwave  (2.3515%, 84.4444%)
buy,warranty -> 1  (2.3515%, 84.4444%)
1,purchase -> microwave  (2.3515%, 82.6087%)
gave -> microwave  (2.2896%, 90.2439%)
making -> microwave  (2.2896%, 90.2439%)
metal -> microwave  (2.2896%, 94.8718%)
vent -> microwave  (2.2896%, 84.0909%)
1,cost -> microwave  (2.2896%, 84.0909%)
product,warranty -> 1  (2.2896%, 86.0465%)
5,button -> microwave  (2.2896%, 90.2439%)
5,cook -> microwave  (2.2896%, 90.2439%)
frozen -> microwave  (2.2277%, 97.2973%)
give -> microwave  (2.2277%, 87.8049%)
overall -> microwave  (2.2277%, 83.7209%)
try -> microwave  (2.2277%, 90%)
bought,service -> 1  (2.2277%, 81.8182%)
ill -> microwave  (2.1658%, 85.3659%)
minute -> microwave  (2.1658%, 85.3659%)
number -> microwave  (2.1658%, 85.3659%)
pleased -> microwave  (2.1658%, 81.3953%)
reason -> microwave  (2.1658%, 85.3659%)
room -> microwave  (2.1658%, 89.7436%)
watts -> microwave  (2.1658%, 85.3659%)
buy,customer -> 1  (2.1658%, 94.5946%)
1,good -> microwave  (2.1658%, 83.3333%)
1,installed -> microwave  (2.1658%, 87.5%)
1,kitchen -> microwave  (2.1658%, 81.3953%)
5,best -> microwave  (2.1658%, 83.3333%)
kitchen,love -> 5  (2.1658%, 81.3953%)
5,needed -> microwave  (2.1658%, 85.3659%)
5,things -> microwave  (2.1658%, 89.7436%)
cooks -> microwave  (2.104%, 85%)
end -> microwave  (2.104%, 85%)
functions -> microwave  (2.104%, 97.1429%)
it -> microwave  (2.104%, 94.4444%)
wouldnt -> microwave  (2.104%, 85%)
1,food -> microwave  (2.104%, 80.9524%)
1,im -> microwave  (2.104%, 82.9268%)
1,problems -> microwave  (2.104%, 87.1795%)
1,recommend -> microwave  (2.104%, 94.4444%)
295520151,5 -> microwave  (2.104%, 85%)
523301568,paint -> microwave  (2.104%, 82.9268%)
isnt -> microwave  (2.0421%, 84.6154%)
customer,months -> 1  (2.0421%, 89.1892%)
1,didnt -> microwave  (2.0421%, 84.6154%)
423421857,open -> door  (2.0421%, 91.6667%)
drawer -> 295520151  (1.9802%, 100%)
basic -> microwave  (1.9802%, 94.1176%)
company -> microwave  (1.9802%, 82.0513%)
display -> microwave  (1.9802%, 86.4865%)
keypad -> microwave  (1.9802%, 88.8889%)
replacing -> microwave  (1.9802%, 96.9697%)
tell -> microwave  (1.9802%, 91.4286%)
1,top -> microwave  (1.9802%, 91.4286%)
1,weeks -> microwave  (1.9802%, 82.0513%)
love,space -> 5  (1.9802%, 91.4286%)
5,using -> microwave  (1.9802%, 86.4865%)
appliance,like -> microwave  (1.9802%, 96.9697%)
junk -> 1  (1.9183%, 91.1765%)
cheap -> microwave  (1.9183%, 83.7838%)
fire -> microwave  (1.9183%, 86.1111%)
left -> microwave  (1.9183%, 81.5789%)
lg -> microwave  (1.9183%, 83.7838%)
1,lasted -> microwave  (1.9183%, 86.1111%)
1,longer -> microwave  (1.9183%, 83.7838%)
1,sharp -> microwave  (1.9183%, 91.1765%)
1,week -> microwave  (1.9183%, 83.7838%)
4,cooking -> microwave  (1.9183%, 88.5714%)
5,popcorn -> microwave  (1.9183%, 93.9394%)
amazon,like -> microwave  (1.9183%, 93.9394%)
appliance,kitchen -> microwave  (1.9183%, 88.5714%)
appliance,there -> microwave  (1.9183%, 91.1765%)
couldnt -> microwave  (1.8564%, 85.7143%)
decided -> microwave  (1.8564%, 85.7143%)
extra -> microwave  (1.8564%, 88.2353%)
glass -> microwave  (1.8564%, 83.3333%)
turned -> microwave  (1.8564%, 90.9091%)
water -> microwave  (1.8564%, 90.9091%)
bought,warranty -> 1  (1.8564%, 81.0811%)
buy,repair -> 1  (1.8564%, 81.0811%)
1,buying -> microwave  (1.8564%, 85.7143%)
1,great -> microwave  (1.8564%, 88.2353%)
1,part -> microwave  (1.8564%, 83.3333%)
1,parts -> microwave  (1.8564%, 88.2353%)
1,take -> microwave  (1.8564%, 90.9091%)
295520151,great -> microwave  (1.8564%, 88.2353%)
4,br -> microwave  (1.8564%, 81.0811%)
5,found -> microwave  (1.8564%, 88.2353%)
5,problem -> microwave  (1.8564%, 93.75%)
appliance,its -> microwave  (1.8564%, 83.3333%)
appliance,time -> microwave  (1.8564%, 88.2353%)
drawer -> microwave  (1.7946%, 90.625%)
local -> microwave  (1.7946%, 85.2941%)
press -> microwave  (1.7946%, 82.8571%)
reheating -> microwave  (1.7946%, 80.5556%)
wall -> microwave  (1.7946%, 85.2941%)
warm -> microwave  (1.7946%, 87.8788%)
1,call -> microwave  (1.7946%, 96.6667%)
1,old -> microwave  (1.7946%, 87.8788%)
1,started -> microwave  (1.7946%, 85.2941%)
1,went -> microwave  (1.7946%, 85.2941%)
service,told -> 1  (1.7946%, 85.2941%)
drawer -> 295520151,microwave  (1.7946%, 90.625%)
295520151,drawer -> microwave  (1.7946%, 90.625%)
drawer,microwave -> 295520151  (1.7946%, 100%)
4,open -> door  (1.7946%, 90.625%)
5,features -> microwave  (1.7946%, 87.8788%)
5,ge -> microwave  (1.7946%, 90.625%)
5,im -> microwave  (1.7946%, 85.2941%)
5,ive -> microwave  (1.7946%, 82.8571%)
love,perfect -> 5  (1.7946%, 82.8571%)
5,power -> microwave  (1.7946%, 82.8571%)
appliances,time -> microwave  (1.7946%, 93.5484%)
690479711 -> microwave  (1.7327%, 93.3333%)
goes -> microwave  (1.7327%, 80%)
highly -> microwave  (1.7327%, 80%)
manual -> microwave  (1.7327%, 82.3529%)
online -> microwave  (1.7327%, 82.3529%)
point -> microwave  (1.7327%, 87.5%)
similar -> microwave  (1.7327%, 90.3226%)
we -> microwave  (1.7327%, 93.3333%)
warranty,working -> 1  (1.7327%, 80%)
4,dont -> microwave  (1.7327%, 84.8485%)
4,fit -> microwave  (1.7327%, 80%)
4,oven -> microwave  (1.7327%, 84.8485%)
4,there -> microwave  (1.7327%, 84.8485%)
love,size -> 5  (1.7327%, 82.3529%)
love,small -> 5  (1.7327%, 84.8485%)
5,take -> microwave  (1.7327%, 84.8485%)
771401205,small -> microwave  (1.7327%, 84.8485%)
amazon,br -> microwave  (1.7327%, 87.5%)
amazon,time -> microwave  (1.7327%, 96.5517%)
appliance,new -> microwave  (1.7327%, 84.8485%)
area -> microwave  (1.6708%, 81.8182%)
looked -> microwave  (1.6708%, 81.8182%)
own -> microwave  (1.6708%, 84.375%)
regular -> microwave  (1.6708%, 87.0968%)
1,cant -> microwave  (1.6708%, 81.8182%)
1,know -> microwave  (1.6708%, 84.375%)
1,microwaves -> microwave  (1.6708%, 90%)
1,pay -> microwave  (1.6708%, 81.8182%)
1,power -> microwave  (1.6708%, 87.0968%)
4,button -> microwave  (1.6708%, 87.0968%)
5,controls -> microwave  (1.6708%, 87.0968%)
corner,small -> 5  (1.6708%, 84.375%)
counter,love -> 5  (1.6708%, 87.0968%)
5,lot -> microwave  (1.6708%, 84.375%)
5,months -> microwave  (1.6708%, 87.0968%)
appliance,br -> microwave  (1.6708%, 96.4286%)
appliance,buy -> microwave  (1.6708%, 87.0968%)
appliance,door -> microwave  (1.6708%, 84.375%)
appliance,service -> microwave  (1.6708%, 90%)
appliances,more -> microwave  (1.6708%, 96.4286%)
danby -> 423421857  (1.6089%, 100%)
cover -> microwave  (1.6089%, 81.25%)
havent -> microwave  (1.6089%, 81.25%)
noise -> microwave  (1.6089%, 81.25%)
remove -> microwave  (1.6089%, 92.8571%)
run -> microwave  (1.6089%, 81.25%)
store -> microwave  (1.6089%, 92.8571%)
trying -> microwave  (1.6089%, 89.6552%)
wasnt -> microwave  (1.6089%, 96.2963%)
544821753,buy -> 1  (1.6089%, 92.8571%)
buy,heat -> 1  (1.6089%, 81.25%)
1,getting -> microwave  (1.6089%, 92.8571%)
1,home -> microwave  (1.6089%, 89.6552%)
1,house -> microwave  (1.6089%, 96.2963%)
i,service -> 1  (1.6089%, 81.25%)
1,range -> microwave  (1.6089%, 89.6552%)
1,times -> microwave  (1.6089%, 81.25%)
1,way -> microwave  (1.6089%, 89.6552%)
said,service -> 1  (1.6089%, 89.6552%)
3,its -> microwave  (1.6089%, 81.25%)
4,open -> microwave  (1.6089%, 81.25%)
4,perfect -> microwave  (1.6089%, 81.25%)
5,paint -> 523301568  (1.6089%, 92.8571%)
5,open -> microwave  (1.6089%, 89.6552%)
5,purchased -> microwave  (1.6089%, 83.871%)
5,replace -> microwave  (1.6089%, 83.871%)
5,top -> microwave  (1.6089%, 81.25%)
amazon,buy -> microwave  (1.6089%, 89.6552%)
amazon,great -> microwave  (1.6089%, 92.8571%)
appliance,ge -> microwave  (1.6089%, 96.2963%)
appliances,kitchen -> microwave  (1.6089%, 96.2963%)
appliances,like -> microwave  (1.6089%, 96.2963%)
broken -> microwave  (1.547%, 80.6452%)
due -> microwave  (1.547%, 96.1538%)
evenly -> microwave  (1.547%, 89.2857%)
exact -> microwave  (1.547%, 80.6452%)
fact -> microwave  (1.547%, 80.6452%)
help -> microwave  (1.547%, 86.2069%)
itbr -> microwave  (1.547%, 89.2857%)
limited -> microwave  (1.547%, 89.2857%)
maybe -> microwave  (1.547%, 86.2069%)
setting -> microwave  (1.547%, 86.2069%)
settings -> microwave  (1.547%, 100%)
waiting -> microwave  (1.547%, 92.5926%)
appliance,buy -> 1  (1.547%, 80.6452%)
cost,repair -> 1  (1.547%, 80.6452%)
1,days -> microwave  (1.547%, 89.2857%)
1,fan -> microwave  (1.547%, 86.2069%)
1,read -> microwave  (1.547%, 86.2069%)
1,thing -> microwave  (1.547%, 83.3333%)
1,used -> microwave  (1.547%, 80.6452%)
months,told -> 1  (1.547%, 92.5926%)
parts,service -> 1  (1.547%, 80.6452%)
repair,working -> 1  (1.547%, 83.3333%)
2,time -> microwave  (1.547%, 83.3333%)
3,like -> microwave  (1.547%, 86.2069%)
523301568,great -> 5  (1.547%, 89.2857%)
5,bottom -> microwave  (1.547%, 100%)
5,powerful -> microwave  (1.547%, 86.2069%)
5,turntable -> microwave  (1.547%, 83.3333%)
amazon,dont -> microwave  (1.547%, 86.2069%)
amazon,more -> microwave  (1.547%, 89.2857%)
appliance,more -> microwave  (1.547%, 96.1538%)
appliance,repair -> microwave  (1.547%, 96.1538%)
appliance,year -> microwave  (1.547%, 92.5926%)
242727854 -> microwave  (1.4851%, 88.8889%)
burned -> microwave  (1.4851%, 88.8889%)
cool -> microwave  (1.4851%, 82.7586%)
defrost -> microwave  (1.4851%, 96%)
expect -> microwave  (1.4851%, 82.7586%)
profile -> ge  (1.4851%, 92.3077%)
let -> microwave  (1.4851%, 96%)
original -> microwave  (1.4851%, 88.8889%)
white -> microwave  (1.4851%, 92.3077%)
1,amazon -> microwave  (1.4851%, 88.8889%)
called,told -> 1  (1.4851%, 82.7586%)
1,fine -> microwave  (1.4851%, 88.8889%)
1,heating -> microwave  (1.4851%, 92.3077%)
1,start -> microwave  (1.4851%, 85.7143%)
1,stop -> microwave  (1.4851%, 82.7586%)
months,samsung -> 1  (1.4851%, 85.7143%)
2,good -> microwave  (1.4851%, 88.8889%)
4,bit -> microwave  (1.4851%, 82.7586%)
4,im -> microwave  (1.4851%, 82.7586%)
4,top -> microwave  (1.4851%, 92.3077%)
5,buttons -> microwave  (1.4851%, 85.7143%)
5,paint -> microwave  (1.4851%, 85.7143%)
amazon,new -> microwave  (1.4851%, 88.8889%)
amazon,oven -> microwave  (1.4851%, 92.3077%)
amazon,product -> microwave  (1.4851%, 85.7143%)
appliance,bought -> microwave  (1.4851%, 85.7143%)
appliance,good -> microwave  (1.4851%, 96%)
appliance,product -> microwave  (1.4851%, 96%)
appliances,new -> microwave  (1.4851%, 82.7586%)
appliances,stainless -> microwave  (1.4851%, 100%)
se -> 544821753  (1.4233%, 88.4615%)
amount -> microwave  (1.4233%, 82.1429%)
exhaust -> microwave  (1.4233%, 88.4615%)
happened -> microwave  (1.4233%, 85.1852%)
husband -> microwave  (1.4233%, 88.4615%)
purchasing -> microwave  (1.4233%, 92%)
sensor -> microwave  (1.4233%, 92%)
buy,called -> 1  (1.4233%, 88.4615%)
called,months -> 1  (1.4233%, 88.4615%)
customer,repair -> 1  (1.4233%, 88.4615%)
1,fire -> microwave  (1.4233%, 82.1429%)
1,handle -> microwave  (1.4233%, 85.1852%)
junk,microwave -> 1  (1.4233%, 88.4615%)
told,warranty -> 1  (1.4233%, 88.4615%)
2,more -> microwave  (1.4233%, 82.1429%)
295520151,kitchen -> microwave  (1.4233%, 85.1852%)
295520151,sharp -> microwave  (1.4233%, 88.4615%)
423421857,four -> 4  (1.4233%, 100%)
4,power -> microwave  (1.4233%, 88.4615%)
771401205,kitchen -> 5  (1.4233%, 82.1429%)
5,pleased -> microwave  (1.4233%, 88.4615%)
5,room -> microwave  (1.4233%, 95.8333%)
5,sure -> microwave  (1.4233%, 92%)
5,two -> microwave  (1.4233%, 85.1852%)
523301568,new -> microwave  (1.4233%, 88.4615%)
771401205,its -> microwave  (1.4233%, 88.4615%)
771401205,kitchen -> microwave  (1.4233%, 82.1429%)
771401205,perfect -> microwave  (1.4233%, 85.1852%)
appliances,bought -> microwave  (1.4233%, 88.4615%)
appliances,br -> microwave  (1.4233%, 100%)
appliances,good -> microwave  (1.4233%, 95.8333%)
appliances,great -> microwave  (1.4233%, 95.8333%)
se -> 1  (1.3614%, 84.6154%)
and -> microwave  (1.3614%, 91.6667%)
black -> microwave  (1.3614%, 84.6154%)
ft -> microwave  (1.3614%, 95.6522%)
hours -> microwave  (1.3614%, 88%)
option -> microwave  (1.3614%, 84.6154%)
se -> microwave  (1.3614%, 84.6154%)
send -> microwave  (1.3614%, 81.4815%)
this -> microwave  (1.3614%, 88%)
turning -> microwave  (1.3614%, 84.6154%)
units -> microwave  (1.3614%, 91.6667%)
yes -> microwave  (1.3614%, 100%)
brand,buy -> 1  (1.3614%, 84.6154%)
buy,said -> 1  (1.3614%, 81.4815%)
buy,told -> 1  (1.3614%, 88%)
1,completely -> microwave  (1.3614%, 88%)
1,fixed -> microwave  (1.3614%, 84.6154%)
1,having -> microwave  (1.3614%, 84.6154%)
295520151,love -> 5  (1.3614%, 88%)
295520151,love -> microwave  (1.3614%, 88%)
4,things -> microwave  (1.3614%, 88%)
423421857,dont -> microwave  (1.3614%, 81.4815%)
523301568,new -> 5  (1.3614%, 84.6154%)
5,heating -> microwave  (1.3614%, 100%)
5,make -> microwave  (1.3614%, 91.6667%)
5,simple -> microwave  (1.3614%, 81.4815%)
5,the -> microwave  (1.3614%, 88%)
5,worth -> microwave  (1.3614%, 95.6522%)
544821753,new -> microwave  (1.3614%, 100%)
amazon,good -> microwave  (1.3614%, 84.6154%)
amazon,kitchen -> microwave  (1.3614%, 95.6522%)
appliance,dont -> microwave  (1.3614%, 91.6667%)
appliance,great -> microwave  (1.3614%, 91.6667%)
appliance,im -> microwave  (1.3614%, 100%)
appliance,purchase -> microwave  (1.3614%, 95.6522%)
appliance,unit -> microwave  (1.3614%, 88%)
appliance,warranty -> microwave  (1.3614%, 84.6154%)
cabinets -> microwave  (1.2995%, 87.5%)
closed -> microwave  (1.2995%, 87.5%)
consumer -> microwave  (1.2995%, 80.7692%)
danby -> microwave  (1.2995%, 80.7692%)
doing -> microwave  (1.2995%, 91.3043%)
given -> microwave  (1.2995%, 84%)
grill -> microwave  (1.2995%, 87.5%)
line -> microwave  (1.2995%, 80.7692%)
noticed -> microwave  (1.2995%, 87.5%)
repaired -> microwave  (1.2995%, 84%)
taking -> microwave  (1.2995%, 95.4545%)
unfortunately -> microwave  (1.2995%, 100%)
wait -> microwave  (1.2995%, 91.3043%)
youre -> microwave  (1.2995%, 80.7692%)
brand,months -> 1  (1.2995%, 80.7692%)
buy,stopped -> 1  (1.2995%, 84%)
customer,told -> 1  (1.2995%, 91.3043%)
1,else -> microwave  (1.2995%, 84%)
1,error -> microwave  (1.2995%, 80.7692%)
1,failed -> microwave  (1.2995%, 80.7692%)
1,ive -> microwave  (1.2995%, 87.5%)
1,keypad -> microwave  (1.2995%, 87.5%)
1,long -> microwave  (1.2995%, 84%)
1,magnetron -> microwave  (1.2995%, 91.3043%)
1,make -> microwave  (1.2995%, 80.7692%)
1,tried -> microwave  (1.2995%, 95.4545%)
product,told -> 1  (1.2995%, 84%)
repair,told -> 1  (1.2995%, 95.4545%)
2,its -> microwave  (1.2995%, 84%)
3,time -> microwave  (1.2995%, 84%)
4,cook -> microwave  (1.2995%, 84%)
4,food -> microwave  (1.2995%, 87.5%)
4,lot -> microwave  (1.2995%, 87.5%)
4,thing -> microwave  (1.2995%, 87.5%)
danby -> 423421857,microwave  (1.2995%, 80.7692%)
423421857,danby -> microwave  (1.2995%, 80.7692%)
danby,microwave -> 423421857  (1.2995%, 100%)
5,doesnt -> microwave  (1.2995%, 80.7692%)
5,go -> microwave  (1.2995%, 95.4545%)
5,made -> microwave  (1.2995%, 80.7692%)
5,smaller -> microwave  (1.2995%, 84%)
5,watts -> microwave  (1.2995%, 87.5%)
perfect,plate -> 5  (1.2995%, 84%)
5,steel -> stainless  (1.2995%, 95.4545%)
771401205,love -> microwave  (1.2995%, 87.5%)
amazon,model -> microwave  (1.2995%, 84%)
amazon,service -> microwave  (1.2995%, 87.5%)
appliance,old -> microwave  (1.2995%, 100%)
appliance,purchased -> microwave  (1.2995%, 91.3043%)
appliance,two -> microwave  (1.2995%, 91.3043%)
appliances,samsung -> microwave  (1.2995%, 95.4545%)
921964554 -> 1  (1.2376%, 95.2381%)
clear -> microwave  (1.2376%, 83.3333%)
contacted -> microwave  (1.2376%, 86.9565%)
extended -> microwave  (1.2376%, 95.2381%)
foods -> microwave  (1.2376%, 100%)
labor -> microwave  (1.2376%, 86.9565%)
microwavebr -> microwave  (1.2376%, 95.2381%)
multiple -> microwave  (1.2376%, 86.9565%)
seemed -> microwave  (1.2376%, 95.2381%)
sent -> microwave  (1.2376%, 86.9565%)
spend -> microwave  (1.2376%, 86.9565%)
544821753,error -> 1  (1.2376%, 83.3333%)
544821753,new -> 1  (1.2376%, 90.9091%)
1,se -> 544821753  (1.2376%, 90.9091%)
544821753,se -> 1  (1.2376%, 86.9565%)
bought,customer -> 1  (1.2376%, 90.9091%)
customer,samsung -> 1  (1.2376%, 83.3333%)
died,service -> 1  (1.2376%, 83.3333%)
1,open -> door  (1.2376%, 90.9091%)
1,put -> microwave  (1.2376%, 95.2381%)
1,review -> microwave  (1.2376%, 83.3333%)
repair,samsung -> 1  (1.2376%, 86.9565%)
4,heat -> microwave  (1.2376%, 95.2381%)
4,working -> microwave  (1.2376%, 86.9565%)
771401205,love -> 5  (1.2376%, 83.3333%)
5,appliance -> microwave  (1.2376%, 83.3333%)
5,built -> microwave  (1.2376%, 95.2381%)
corner,great -> 5  (1.2376%, 83.3333%)
5,having -> microwave  (1.2376%, 95.2381%)
5,interior -> microwave  (1.2376%, 86.9565%)
5,limited -> microwave  (1.2376%, 95.2381%)
5,replacement -> microwave  (1.2376%, 83.3333%)
5,steel -> microwave  (1.2376%, 90.9091%)
